회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,1주당순이익,유동비율,당좌비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,총자본투자효율,부가가치율,종업원1인당부가가치율_계산,자기자본회전률,타인자본회전률,시장구분
(주)두산테스나,131970,201312,201310,,0,0,0,"전문, 과학 및 기술 서비스업",0,7.78842697,48.48493637,22.72739432,0.0,48.07110739,15.0,3.16,1592.717372,106.67,106.67,89.88,60.96,28.6,47.18,65.0,167.7249679,1.160767977,1.17,KOSDAQ
(주)티피씨메카트로닉스,048770,201912,200101,,0,0,0,제조업,1,-4.07443304,-7.683761723,-3.379418084,-5.75,-94.47762771,0.16,2.04,-302.340841,112.08,80.5,289.92,1.36,1.08,18.62,19.93,55.88539634,3.605089605,1.24,KOSDAQ
다스코(주),058730,202012,200408,,0,0,0,제조업,1,16.22158472,-3.122976137,3.824473996,-7.6,-335.0444427,-3.1,0.56,-512.1934416,137.01,111.53,108.88,-0.56,-0.32,8.9,9.89,93.29103896,1.72951346,2.03,KOSPI
서암기계공업(주),100660,201212,201112,,0,0,0,제조업,1,-1.87102796,9.296990783,-11.24151556,-1.57,-21.69628217,10.36,-2.47,433.7343651,636.06,549.84,15.91,90.65,18.51,26.43,39.32,128.72112,0.95930653,3.66,KOSDAQ
(주)동국알앤에스,075970,201512,200402,,0,0,0,제조업,1,-5.573824114,-3.77008529,-10.2150504,-29.03,-82.97362586,0.39,1.29,-62.73309783,160.37,100.09,79.55,15.29,9.16,11.59,15.66,108.644697,1.302983343,1.6,KOSDAQ
우수AMS(주),066590,201912,200302,,0,0,0,제조업,1,9.71395982,1.25671596,3.628031315,-0.71,-36.93841858,1.67,0.61,11.42137925,63.73,47.28,199.9,7.14,3.4,16.02,11.46,84.93913669,4.109418301,2.24,KOSDAQ
(주)웰크론,065950,201512,200307,,0,0,0,제조업,1,9.162880791,1.048374176,6.599108384,37.66,162.6534139,2.25,0.83,-59.40610924,140.32,117.98,96.94,2.19,1.21,14.93,16.72,69.1904717,1.635016792,1.97,KOSDAQ
(주)엠에스씨,009780,202012,199310,,0,0,0,제조업,1,5.320666771,11.57141431,-1.922119554,4.93,-12.2879162,7.93,0.48,507.9406818,128.48,51.07,65.4,20.52,9.24,29.66,33.76,88.32652803,1.532467292,2.19,KOSDAQ
(주)일진파워,094820,202012,200711,,0,0,0,건설업,1,6.555378108,4.600727347,-8.067899326,10.33,-8.997230627,8.53,-0.13,706.8343185,213.3,213.3,57.36,41.64,14.28,48.4,45.53,89.98287386,1.971815045,3.06,KOSDAQ
한화화인케미칼(주),025850,201112,199511,42444.0,0,0,0,제조업,1,-16.93432571,-14.23113977,-35.8571804,2.94,-181.1751511,-10.89,-0.37,-2238.020276,83.98,64.31,41.97,-9.91,-2.71,-3.59,-4.71,-75.62221774,1.820828294,3.18,KOSPI
(주)상지카일룸,042940,201112,200010,,0,1,1,건설업,1,-22.36308992,-31.51271657,-38.67458151,-18.03,-14.80055386,-10.09,4.73,-495.7145966,58.64,58.08,157.0,-1.82,-1.53,-3.59,-5.86,-75.62221774,1.858015095,0.94,KOSDAQ
와이더블유(주),051390,201212,200111,,0,0,0,도매 및 소매업,1,21.07208264,5.289084552,42.98224391,23.64,-56.01072262,1.92,-2.91,344.3205892,626.41,588.93,24.58,42.03,11.5,7.24,10.03,88.46926471,0.661549709,3.66,KOSDAQ
(주)프럼파스트,035200,201412,200201,,0,0,0,제조업,1,2.644392145,12.34009308,-5.678240405,1.33,-10.56304616,9.12,0.82,419.0274351,219.8,161.22,57.78,14.69,4.63,20.25,17.42,100.0047368,2.300014216,2.99,KOSDAQ
티와이엠(주),002900,201712,197306,,1,0,1,제조업,1,50.9642301,-18.005694,40.71099187,-2.92,-156.1743718,-0.43,1.68,-345.6976031,123.23,68.39,388.92,3.41,2.76,15.86,16.11,57.31357895,2.854995047,1.62,KOSPI
(주)비보존헬스케어,082800,201512,200511,,1,1,1,제조업,1,-9.02112942,-27.27098919,-25.2108979,-19.59,-185.2366494,-10.89,0.41,-255.6669259,162.41,81.15,97.56,12.08,3.24,5.67,3.08,17.70660256,3.065247989,4.11,KOSDAQ
삼영전자공업(주),005680,201812,197612,,0,0,0,제조업,1,2.094230072,2.047110036,8.852964564,-4.19,46.69524831,2.6,-1.71,756.502,1062.09,940.6,8.48,47.71,5.26,13.78,28.04,78.75062402,0.488313891,8.17,KOSPI
(주)씨유전자,056340,201112,200211,41780.0,1,1,1,제조업,1,-22.36308992,-7.334215647,-29.63809671,-30.12,-159.7416898,-2.41,2.38,-124.913842,69.88,52.5,58.26,-3.17,-1.46,9.43,11.82,86.6,1.261670217,1.63,KOSDAQ
(주)쏠리드,050890,201712,200507,,0,0,0,제조업,1,-18.02375486,2.945550971,-11.04003351,-1.47,353.8889921,6.48,2.73,-571.1811425,72.14,52.0,252.93,-5.28,-4.1,33.94,36.77,-12.94995025,3.304757383,1.11,KOSDAQ
나이스평가정보(주),030190,201612,200005,,0,0,0,정보통신업,0,15.02558165,16.21788215,2.191522044,0.58,39.44548285,19.18,-0.27,466.3157694,188.69,188.69,40.78,53.68,9.84,50.49,41.7,215.0627168,2.690416603,5.77,KOSDAQ
(주)케이씨티,089150,201512,200612,,0,0,0,정보통신업,0,39.68025577,-2.364525455,-6.413135801,-16.05,50.33514879,2.38,-0.21,70.22005831,172.97,135.81,69.15,9.09,6.46,8.52,14.8,81.47132353,1.018753547,2.22,KOSDAQ
(주)SH에너지화학,002360,201712,198512,,0,0,0,제조업,1,0.661449466,3.46298736,-13.86592358,0.0,-41.15662483,11.35,-0.1,88.888442,1057.37,816.13,16.36,73.48,6.88,23.24,15.48,184.1913514,1.776491894,8.17,KOSPI
(주)유진로봇,056080,201312,200111,,1,0,1,제조업,1,-0.840755935,-17.78400255,8.83135289,0.91,10.57712326,-6.97,2.83,-179.5347842,76.42,49.34,135.42,-11.99,-9.6,9.93,13.83,32.40423423,1.193753888,1.35,KOSDAQ
엠텍비젼(주),074000,201112,200401,41725.0,1,1,1,제조업,1,-12.11289451,-31.51271657,-38.67458151,-30.12,-184.2909729,-10.89,5.3,-1670.752004,51.15,35.65,388.92,-2.77,-10.8,-3.59,-5.86,-49.90456376,0.977671645,0.58,KOSDAQ
미스터블루(주),207760,201912,201412,,0,0,0,정보통신업,0,40.71382176,33.69473652,82.96258463,39.74,250.6393229,20.54,0.0,491.3534395,210.6,210.48,45.21,60.71,18.43,41.67,40.64,76.77724771,1.009944787,4.05,KOSDAQ
남양유업(주),003920,201912,197806,,0,0,0,제조업,1,0.351969511,2.634461204,-4.530559643,-1.27,-95.13997648,0.04,-0.31,16360.35769,543.09,388.6,15.8,10.92,1.53,20.82,21.33,82.31877764,1.210615113,6.69,KOSPI
(주)비아트론,141000,201212,201205,,0,0,0,제조업,1,78.27578096,102.2875763,12.92094335,0.0,-0.268711648,20.48,0.0,995.6859222,297.83,296.81,38.01,-4.07,-1.49,23.4,31.05,135.4447541,1.040242139,3.94,KOSDAQ
(주)비씨월드제약,200780,201612,201412,,0,0,0,제조업,1,21.5031635,9.606319145,10.24442611,2.55,4.461258569,7.86,0.37,961.1969861,276.57,177.6,30.52,20.02,9.88,18.41,38.87,63.15718861,0.646356839,2.65,KOSDAQ
(주)블루베리엔에프티,044480,201212,200101,,0,0,0,제조업,1,3.321853508,7.262283785,5.056436303,-11.04,257.7916602,4.26,-0.12,162.7419767,569.72,353.62,13.06,0.16,0.02,28.73,30.68,54.19731034,1.095823197,7.24,KOSDAQ
(주)우리기술,032820,201312,200006,,1,0,1,제조업,1,9.583586341,-3.858512443,-12.14378399,-1.74,-55.19725838,-8.04,5.3,-139.271832,94.84,82.03,145.7,-7.45,-13.66,5.37,26.27,-10.39132743,0.509097776,0.58,KOSDAQ
삼화페인트공업(주),000390,201812,199309,,0,0,0,제조업,1,2.890155785,-3.636361392,7.396266653,3.18,-10.10028619,1.43,0.78,30.28732333,179.93,110.14,98.02,7.02,3.7,15.23,16.21,86.19411894,1.659897476,1.99,KOSPI
신일전자(주),002700,201212,197509,,0,0,0,도매 및 소매업,1,26.49552388,39.3951309,11.95860341,13.58,-6.302527109,5.28,1.28,22.07916828,148.35,126.25,116.12,22.58,7.83,19.44,12.55,112.2811957,4.168888227,3.11,KOSPI
대림비앤코(주),005750,201412,199212,,0,0,0,제조업,1,5.087660041,0.938726771,26.82825451,7.56,455.3486943,3.09,1.74,214.7089012,121.14,82.22,90.37,0.16,0.13,15.99,28.84,57.739573,0.829526584,1.22,KOSPI
(주)큐로,015590,201512,198905,,1,0,1,제조업,1,-6.505013979,-17.59836396,-24.759449,-6.45,-346.253165,-4.44,2.69,-275.5306048,90.17,88.72,330.13,-6.17,-5.86,10.56,13.05,57.4534252,3.764972186,1.07,KOSPI
(주)비와이씨,001460,201512,197506,,0,0,0,제조업,1,13.65518291,3.471996529,2.988072537,4.35,-24.26638175,3.25,2.34,15664.44881,72.07,33.02,82.87,8.93,15.35,8.42,31.95,71.33948167,0.490072579,0.66,KOSPI
(주)알티캐스트,085810,201512,201312,,0,0,0,정보통신업,0,3.315974004,-0.593245721,-18.68062786,3.47,-84.71315104,2.22,-1.21,20.69173488,630.83,630.83,18.06,44.12,12.23,30.57,55.4,100.6308232,0.649479292,4.11,KOSDAQ
(주)뉴트리,270870,201812,201812,,0,0,0,제조업,1,78.27578096,102.2875763,44.44289397,0.0,114.3094834,16.79,0.35,236.6920927,532.73,470.79,20.35,79.28,9.06,26.18,17.68,175.0311864,1.781657499,8.17,KOSDAQ
에스엔케이폴리텍(주),091340,201412,200707,,0,0,0,제조업,1,3.904285141,2.050245636,41.15974206,0.0,159.3812706,4.28,2.06,176.9953165,561.59,483.29,40.54,12.75,10.58,14.79,42.56,138.7446575,0.367703176,1.26,KOSDAQ
코리아에프티(주),123410,201412,201008,,0,0,0,제조업,1,17.64404107,15.69560971,5.221371308,9.29,0.347251244,10.69,0.28,657.2799445,118.19,84.82,115.51,23.35,10.72,27.27,23.36,69.08692308,3.044333543,2.37,KOSDAQ
한국정보통신(주),025770,201512,199801,,0,0,0,정보통신업,0,16.98525655,21.5934938,19.60606834,12.25,32.6028757,16.8,-0.16,568.9185894,162.96,161.39,74.0,42.73,13.92,37.04,28.36,326.5796507,2.514716346,3.23,KOSDAQ
삼보산업(주),009620,201712,199312,,1,0,1,제조업,1,1.855023981,16.58110596,1.683806504,-13.39,-148.3793957,-1.55,2.21,-2238.020276,63.57,38.15,388.92,6.99,4.8,10.43,8.5,23.64728337,6.550720162,1.45,KOSDAQ
유니퀘스트(주),077500,201612,200408,,0,0,0,도매 및 소매업,1,16.38119273,7.811800603,-10.94576087,-8.64,-13.01444194,2.96,-0.2,-2.100985703,200.07,110.81,55.76,16.49,6.37,4.74,5.12,123.2441892,1.731540084,2.98,KOSPI
(주)터보테크,032420,201112,199704,42031.0,0,0,0,제조업,1,-2.604188308,1.282700505,-14.84802577,44.64,60.79670938,-5.14,5.3,-62.78590028,51.15,35.87,190.72,-0.43,-1.19,16.03,65.0,50.41090909,1.391782873,0.58,KOSDAQ
(주)엔에스브이,095300,201412,200904,42990.0,1,0,1,제조업,1,-0.101543003,-2.64457857,-17.93027928,-6.71,61.33349238,-4.73,3.03,-464.3829346,124.36,50.3,174.3,10.45,8.53,13.43,17.25,45.91228758,2.107201887,1.23,KOSDAQ
대한제당(주),001790,201312,196812,,0,0,0,제조업,1,-3.126275908,2.255095221,-8.201468321,1.2,-16.60677542,2.8,1.15,1279.940434,118.7,92.43,253.63,3.48,2.82,8.51,9.62,140.4443803,3.572855028,1.2,KOSPI
(주)에이프로젠,007460,201212,199507,,0,1,1,제조업,1,-13.02412129,-31.51271657,-38.67458151,-0.46,190.1971588,6.52,5.3,-993.7057415,82.41,80.76,8.48,4.51,9.24,14.07,28.21,-1.650963303,0.348038399,0.58,KOSPI
동원수산(주),030720,201312,199611,,1,0,1,"농업, 임업 및 어업",0,11.58606135,-2.774442415,-0.949508334,2.34,-432.3986363,-9.29,0.76,-2096.773497,195.87,94.61,176.16,-14.28,-9.46,9.56,9.93,30.04484018,2.62888753,1.66,KOSPI
(주)디이엔티,079810,201112,200501,,0,1,1,제조업,1,-12.43296459,-8.174646484,-26.62995502,13.39,-119.3932841,-2.11,-1.04,-123.8068675,374.67,295.24,27.68,17.69,2.77,12.77,9.22,32.72086614,1.769402326,5.45,KOSDAQ
(주)한컴위드,054920,201112,200111,,0,0,0,정보통신업,0,-11.55555518,52.0546667,24.98105299,13.79,594.6717064,20.54,5.3,1363.245777,259.9,259.52,18.32,-5.71,-2.15,38.54,65.0,187.5469697,1.898421562,2.66,KOSDAQ
대성홀딩스(주),016710,201612,199912,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.95786131,1.713255627,-15.69810992,-12.99,22.37740346,2.6,0.32,1451.876723,131.64,130.69,107.33,10.33,6.78,13.63,17.28,249.2028358,2.004457651,1.5,KOSPI
(주)SNT에너지,100840,201712,200802,,0,1,1,제조업,1,-13.72696557,1.748375357,-27.54850128,-10.55,594.6717064,5.92,-0.1,646.7223611,351.97,347.24,28.42,22.15,8.0,7.56,12.33,116.3751282,0.794155467,1.99,KOSPI
(주)에너토크,019990,201112,200602,,0,0,0,제조업,1,16.76312588,16.23489943,-2.04345183,0.0,-30.41803235,13.9,-0.73,447.3569707,655.27,509.94,16.19,104.29,15.69,30.4,32.83,96.57155556,1.076161515,6.85,KOSDAQ
(주)케이피에스,256940,201912,201709,,0,0,0,제조업,1,1.105496708,-1.990175332,-38.67458151,-12.12,-111.8713086,-2.53,0.05,-80.83618978,324.33,282.59,27.57,9.83,5.79,18.53,50.47,78.90965517,1.434070692,1.81,KOSDAQ
(주)네오위즈홀딩스,042420,201212,200006,,0,0,0,정보통신업,0,-1.459093676,2.710662506,2.1649197,44.64,-6.344624292,15.64,-0.53,1520.200361,165.29,165.12,79.06,17.34,7.11,32.62,30.28,685.3952381,1.954811966,2.36,KOSDAQ
(주)피엔풍년,024940,201512,199501,,0,0,0,도매 및 소매업,1,2.082468553,3.826074408,-0.047421491,-1.46,31.48014887,4.23,0.0,131.9384,189.26,131.05,51.53,25.13,5.11,33.55,20.08,74.06777228,2.667165841,4.89,KOSDAQ
(주)디스플레이테크,066670,201512,200212,,0,1,1,제조업,1,-22.36308992,9.527947952,-25.97332299,-30.12,-31.86753273,6.3,0.0,802.4447785,230.34,219.24,39.3,82.83,14.56,14.45,9.0,596.5645833,2.336859174,3.31,KOSDAQ
(주)조흥,002600,202012,197612,,0,0,0,제조업,1,13.89196293,2.910880122,14.11940637,5.73,-4.555075165,5.06,0.39,12527.54,131.76,70.76,86.38,-1.01,-0.52,13.47,15.03,113.4104407,1.530026107,2.19,KOSPI
(주)인터파크,108790,201912,201402,44028.0,0,0,0,도매 및 소매업,1,-5.08668121,-5.483868626,-3.638657576,5.28,268.248404,2.96,0.07,43.67661093,93.0,87.0,261.25,14.19,10.79,19.91,20.95,69.73948302,3.246121779,1.28,KOSDAQ
(주)삼일,032280,201712,199703,,0,0,0,운수 및 창고업,0,-2.844525113,1.689910005,-1.804779032,-1.68,3.435835314,3.35,0.3,122.0451485,79.41,77.72,38.99,-16.09,-4.19,18.95,17.6,136.7083761,1.508819198,3.57,KOSDAQ
제이더블유홀딩스(주),096760,201212,200707,,1,0,1,"전문, 과학 및 기술 서비스업",0,-1.612567075,-16.68980068,-0.788079866,5.36,-40.00152871,0.34,5.3,-846.7091845,70.99,54.68,388.92,-0.17,-0.3,14.12,29.71,-75.62221774,2.092309895,0.6,KOSPI
제이더블유신약(주),067290,201112,200302,,0,0,0,제조업,1,42.25654946,1.745184406,2.838834936,1.98,-61.04132295,2.46,2.84,-63.25668102,67.15,45.6,94.66,3.91,2.76,21.25,30.87,89.94112403,1.438763623,1.42,KOSDAQ
(주)광림,014200,201512,199307,,1,0,1,제조업,1,-22.36308992,-31.51271657,2.495860012,9.22,-39.29666148,1.0,1.0,482.424801,105.95,66.32,80.89,-4.77,-1.32,32.09,19.8,198.1575949,2.260663387,3.97,KOSDAQ
동화기업(주),025900,201712,199508,,0,0,0,제조업,1,1.08819893,4.923990704,12.75508362,3.16,10.13042986,7.49,0.91,4333.899385,82.05,60.37,85.33,18.15,13.14,23.13,36.36,207.2002041,1.151187958,1.36,KOSDAQ
(주)한국큐빅,021650,201912,200301,,0,0,0,제조업,1,-6.876281022,4.838383731,-4.583162073,1.37,88.22432608,4.39,0.72,204.7570472,119.67,83.08,129.14,7.44,3.51,23.4,19.56,92.51155405,3.154651184,1.96,KOSDAQ
(주)후성,093370,201312,200612,,1,0,1,제조업,1,-9.82564117,-17.71841576,-8.649104303,1.36,-170.5934244,-5.2,2.08,-357.1476444,117.79,73.57,119.82,25.5,19.83,5.02,7.16,36.2973913,1.544283359,1.27,KOSPI
(주)에스씨디,042110,201212,200007,,0,0,0,제조업,1,8.581716995,11.16054592,11.92737001,-20.05,94.75602744,2.22,-0.3,5.335636796,338.1,293.65,19.41,28.13,4.32,21.29,20.09,49.42322476,1.332387607,6.42,KOSDAQ
(주)세종메디칼,258830,201812,201805,,0,0,0,제조업,1,78.27578096,97.49469637,1.94648819,0.0,-38.40160098,8.86,-1.0,530.788208,861.97,806.14,8.48,90.27,20.78,20.68,64.66,75.34033613,0.348038399,4.01,KOSDAQ
(주)제주항공,089590,202012,201511,,1,0,1,운수 및 창고업,0,-20.37067376,-31.51271657,-38.67458151,-5.63,-432.3986363,-10.89,5.3,-2238.020276,65.47,62.28,388.92,-10.59,-13.66,-1.78,-5.53,-11.46124038,3.912136138,0.58,KOSPI
대원제약(주),003220,201912,199912,,0,0,0,제조업,1,18.91293508,11.47289474,10.87555657,4.58,14.18593038,11.64,0.01,1367.027135,196.87,112.39,60.38,28.79,11.17,41.64,42.91,134.2016119,1.631825771,2.95,KOSPI
(주)지어소프트,051160,201212,200205,,1,0,1,정보통신업,0,-22.36308992,-0.622898892,-20.64499042,-5.49,73.11201275,-8.35,-0.35,1.741985292,191.42,185.5,63.09,-15.54,-4.57,41.7,31.72,47.11151786,2.685255925,2.45,KOSDAQ
(주)제닉,123330,201812,201108,,1,0,1,제조업,1,-21.49273773,-28.25037839,6.703646892,-9.89,-37.70569538,-10.89,1.38,-2188.936286,139.66,81.9,88.26,-18.9,-9.41,14.16,15.04,17.30956113,1.113388665,1.88,KOSDAQ
(주)스틸플라워,087220,201212,200910,43228.0,0,0,0,제조업,1,4.785814112,4.680384265,4.324180566,-17.86,10.19861529,4.45,2.62,418.6150685,122.94,106.34,177.33,3.82,2.84,10.67,12.39,194.2940373,2.443218399,1.38,KOSDAQ
(주)삼양사,145990,201712,201112,,0,0,0,제조업,1,3.123741655,6.047046129,2.01362143,6.9,-39.67177142,4.24,0.49,4613.986489,174.21,116.85,72.11,7.26,3.17,12.45,12.98,120.8056457,1.699168456,2.28,KOSPI
(주)덕신하우징,090410,201712,201408,,0,0,0,제조업,1,-4.145238773,14.52560346,3.496848903,-14.58,231.0556819,7.46,0.51,217.5261358,123.99,86.55,71.05,2.72,0.96,25.62,21.7,83.07508532,2.156308371,2.49,KOSDAQ
세방(주),004360,201512,197705,,0,0,0,운수 및 창고업,0,3.103575823,5.985894059,0.101686634,-2.03,-9.370451833,2.87,0.0,1886.493095,159.01,158.45,28.03,12.75,3.85,17.74,24.47,160.3827724,1.005267321,3.21,KOSPI
조선내화(주),000480,201512,197806,,0,0,0,제조업,1,-18.65244475,-7.557400694,-14.93394974,1.27,-56.79602333,2.57,-0.09,4274.68525,148.26,95.13,50.29,20.25,8.41,17.36,21.54,190.2335009,1.307362832,1.91,KOSPI
케이디켐(주),221980,201812,201511,,0,0,0,제조업,1,8.268792397,7.757424834,-1.969495557,2.44,1.126955968,9.42,-1.14,1698.626202,804.23,593.42,10.9,75.35,11.89,15.99,25.66,276.3011905,0.777963865,6.73,KOSDAQ
(주)엠아이텍,179290,201912,201811,,0,0,0,제조업,1,16.3509182,7.803977267,10.32254538,19.4,-33.36995562,6.33,-1.04,120.4289781,463.68,350.8,18.75,28.43,7.88,24.43,42.88,88.0995,0.702021971,4.82,KOSDAQ
(주)베노홀딩스,206400,201712,201412,,0,0,0,건설업,1,-12.19812401,-20.83309237,-6.782933363,44.64,-146.6471437,-10.89,-0.26,-297.803358,482.44,482.44,32.05,-19.54,-13.66,-3.59,-5.86,-36.38287356,1.240685665,5.0,KOSDAQ
(주)에스피시스템스,317830,201912,201908,,0,0,0,제조업,1,22.11118185,54.82052164,-31.81669377,0.0,-75.76378532,1.87,0.68,162.247689,195.25,186.28,94.15,-1.36,-1.22,12.0,22.19,97.0852381,1.050064754,1.11,KOSDAQ
(주)디지틀조선일보,033130,201712,199708,,0,0,0,정보통신업,0,7.450451801,6.287468681,0.96567728,-2.89,17.21039198,7.3,-1.61,142.8050888,682.2,680.95,10.81,92.84,17.68,31.38,61.28,98.70859574,0.584752013,5.72,KOSDAQ
(주)안랩,053800,201912,200109,,0,0,0,정보통신업,0,6.309026757,5.798783883,4.490908914,4.77,4.081040508,7.3,-1.74,1911.577409,330.99,325.98,26.52,49.6,16.2,41.82,65.0,89.68500421,0.834812457,3.18,KOSDAQ
엘비세미콘(주),061970,201312,201101,,0,0,0,제조업,1,25.29207685,0.517749518,-16.02309858,18.16,-87.58309208,1.11,3.04,3.497758077,97.8,59.48,185.39,12.07,18.5,17.91,42.28,112.3752009,1.551397434,0.77,KOSDAQ
하나머티리얼즈(주),166090,202012,201704,,0,0,0,제조업,1,19.46532798,29.31312917,29.61997545,8.44,29.845391,16.4,1.38,1938.577592,126.1,88.37,87.46,33.82,27.72,33.75,59.28,201.2921489,1.168114801,1.28,KOSDAQ
(주)에이텍,045660,202012,200105,,0,0,0,제조업,1,6.185687722,10.22732959,-1.10682309,4.11,45.41801842,6.73,-0.24,1055.511622,304.99,275.72,16.4,66.15,9.2,19.45,19.2,123.9853289,1.236757211,6.68,KOSDAQ
(주)진로발효,018120,201412,199312,,0,0,0,제조업,1,18.60627168,14.5756498,4.987034905,-6.78,5.899838583,20.54,-0.37,2164.043328,486.18,398.58,21.78,117.64,19.19,33.7,30.73,478.8229091,1.548544408,7.18,KOSDAQ
(주)지디,155960,201412,201302,43385.0,0,0,0,제조업,1,10.56466443,0.980415388,-18.95902531,-0.31,-94.61508337,0.83,-1.97,76.77895649,176.23,171.51,26.05,54.94,24.89,21.97,48.15,110.6764198,0.716556985,2.21,KOSDAQ
(주)타이거일렉,219130,201712,201509,,0,0,0,제조업,1,12.30557635,10.92305918,19.44143448,7.78,311.4415012,11.04,-0.31,596.8447759,654.11,498.9,13.57,67.49,10.83,34.7,46.61,86.60572222,0.798462512,6.89,KOSDAQ
(주)신세계푸드,031440,201112,201004,,0,0,0,숙박 및 음식점업,1,11.38598207,14.02345507,12.8564917,-1.37,-2.125243084,16.61,-0.17,9128.222598,198.78,115.86,41.12,20.08,2.08,40.25,14.34,86.90302951,3.961266688,8.17,KOSPI
(주)에이디칩스,054630,201312,200111,,1,0,1,제조업,1,-18.87250537,-31.1414483,-5.609952551,14.81,-49.7004481,-10.3,0.4,-523.7876498,283.63,179.07,81.2,-19.08,-3.41,22.36,8.92,42.12241935,3.703015161,5.7,KOSDAQ
(주)켐온,217600,201912,201506,,0,0,0,"전문, 과학 및 기술 서비스업",0,5.059617924,9.014609546,7.524176359,4.74,204.381612,4.34,-0.79,30.22166463,341.22,340.91,20.21,63.32,22.71,30.78,65.0,69.00788945,0.57892743,2.63,KOSDAQ
(주)서연,007860,201712,198909,,0,0,0,"전문, 과학 및 기술 서비스업",0,-5.653022859,-6.718985885,-8.628097718,5.56,-120.3069301,-0.9,0.89,-944.3184546,92.46,77.59,176.77,8.98,5.45,19.07,18.12,284.1073684,2.811968225,1.61,KOSPI
(주)연이비앤티,090740,202012,200709,,0,0,0,제조업,1,-22.36308992,-31.51271657,-15.48939891,0.0,-87.29104794,0.79,0.68,-2238.020276,71.25,57.2,388.92,4.17,1.89,-3.59,-5.86,-75.62221774,4.53795936,2.09,KOSDAQ
동화약품(주),000020,201612,197603,,0,0,0,제조업,1,2.33852784,9.911255778,6.393130756,-2.91,133.9371457,3.51,-0.4,939.9547535,273.19,225.27,28.34,31.61,9.54,29.86,40.82,145.1202395,0.970770592,2.99,KOSPI
(주)코맥스,036690,201612,200001,,0,0,0,제조업,1,8.575677147,16.26718877,15.35149267,6.74,58.23437993,12.47,0.03,653.2174493,177.21,116.02,68.97,23.78,7.13,27.56,20.23,115.8669417,2.444760306,3.32,KOSDAQ
대한제분(주),001130,201512,197011,,0,0,0,제조업,1,-0.550454847,5.157607125,-5.044388644,-0.84,-10.72834119,5.27,-0.35,16360.35769,211.33,149.08,36.31,26.24,7.58,16.8,18.21,199.7439266,1.411815339,3.21,KOSPI
한국항공우주산업(주),047810,201812,201106,,0,0,0,제조업,1,18.62283548,-7.672629632,34.44442826,11.19,242.6900247,4.23,0.8,569.7810006,144.47,67.07,256.71,4.48,4.35,19.26,25.96,160.8757304,1.602679474,1.18,KOSPI
서울전자통신(주),027040,201512,199912,,0,0,0,도매 및 소매업,1,-3.142784864,-10.87669223,4.112839307,-30.12,63.98134384,-1.73,0.99,-89.00053216,102.2,71.51,127.89,-19.54,-13.66,16.44,21.71,62.82302326,1.062614967,1.38,KOSDAQ
범양건영(주),002410,201112,198805,,1,1,1,건설업,1,-22.36308992,-31.51271657,-38.67458151,-30.12,-432.3986363,-10.89,5.3,-2238.020276,51.15,33.02,388.92,-8.68,-13.66,-3.59,-5.86,-75.62221774,0.994404213,0.58,KOSPI
(주)제이와이피엔터테인먼트,035900,201312,200108,,0,0,0,정보통신업,0,78.27578096,102.2875763,41.52802803,44.64,60.88227179,-5.46,0.89,-115.8795526,193.65,190.39,47.75,-19.54,-13.66,2.56,8.28,-1.045670103,1.068156007,1.3,KOSDAQ
(주)아스타,246720,201712,201703,,1,0,1,제조업,1,78.27578096,102.2875763,82.96258463,-30.12,-1.029766603,-10.89,-2.91,-458.8416322,243.36,219.74,63.89,-19.54,-13.66,-0.29,-5.86,-75.62221774,0.348038399,0.58,KOSDAQ
빛샘전자(주),072950,201812,201203,,0,0,0,제조업,1,1.200668762,2.30054407,-15.96857972,9.2,-59.72634126,2.46,-0.55,284.7776667,655.76,523.52,16.32,49.35,9.59,18.43,25.51,73.882,1.051584632,5.01,KOSDAQ
(주)한글과컴퓨터,030520,201612,199609,,0,0,0,정보통신업,0,6.771862929,4.586486116,19.19279819,4.52,4.019234795,13.12,-0.74,662.7198322,282.03,281.47,22.82,60.2,25.26,29.94,65.0,158.3805852,0.518375051,2.58,KOSDAQ
삼환기업(주),000360,201112,197309,42109.0,0,1,1,건설업,1,-5.945720957,-25.57677428,-26.62280778,-8.95,-432.3986363,-8.11,5.3,-2238.020276,72.2,50.98,329.31,-5.58,-10.71,-3.59,-5.86,-9.754563319,1.9207505,0.58,KOSPI
(주)젬백스링크,064800,201212,200208,,0,0,0,도매 및 소매업,1,-10.08509481,-5.156569065,-19.15929863,-1.76,-166.331978,-3.99,-0.19,-211.4954232,240.61,239.96,24.41,16.47,3.67,28.29,32.17,48.52860987,1.283274317,3.82,KOSDAQ
(주)프로스테믹스,203690,201712,201409,,0,1,1,제조업,1,-13.76302064,-12.70502389,-38.67458151,11.43,-202.409314,-9.58,-2.91,-69.91223193,1062.09,940.6,8.48,88.93,19.32,3.58,22.13,19.41897436,0.348038399,3.62,KOSDAQ
