,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액정상영업이익률,매출액순이익률,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,자기자본구성비율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률
9404,삼천리자전거(주),24950,201112,199501,,0,0,0,도매 및 소매업,1,-26.23344864,-67.43711433,-30.09681048,-21.49736423,-3.15,-38.88651871,2.19,1.32,1.41,2.33,2.74,1.66,-0.1,97.57,18.19,6763.057614,89.4572729,-73.63697065,5393.421833,1004.05,81.49018096,190.69,112.59,37.65,15003.2,22.71,4.3,-18.86,-38.63,-3.49,-3.42,-78.10216088,11.08,32.03,2085.47,10.84,70.41335731,79.12609756,247.0081301,3.794162602,714.2357724,1.06,0.693969119,7.03,3.37,5.44,8.83,19.7,2.31
9405,삼천리자전거(주),24950,201212,199501,,0,0,0,도매 및 소매업,1,7.68942413,545.0194456,7.263764255,21.38183165,4.88,308.4596265,7.37,7.03,8.4,8.8,10.82,10.32,-0.05,91.45,25.06,8209.123208,577.0168056,454.0985448,5785.177575,1098.66,81.16807783,174.4,96.86,11.12,2166.46,23.2,19.5,14.17,30.79,2.67,2.32,-77.5394181,21.27,66.27,4919.47,18.47,44.39712781,156.021938,235.4418605,3.212868217,733.379845,1.19,1.253950389,6.4,3.62,6.33,8.49,21.88,2.34
9410,삼천리자전거(주),24950,201712,199501,,0,1,1,도매 및 소매업,1,3.959303167,-48.33187092,0.520270066,-22.21302481,26.85,-95.61651148,0.23,3.01,2.04,0.15,0.24,3.62,1.55,96.69,48.26,8366.85213,251.6675799,338.757292,7908.870382,1548.87,62.23851408,79.05,56.68,11.32,1191.32,60.67,0.14,-0.66,-0.83,-0.25,-0.37,-106.7834293,14.58,53.44,18412.3,21.94,63.94483978,110.1262963,225.5291005,0.642137566,808.1481481,0.68,1.412137816,1.84,2.36,3.43,7.51,4.79,1.09
9411,삼현철강(주),17480,201112,200101,,0,0,0,제조업,1,19.26586658,75.42479653,11.47074132,22.04666556,67.39,151.1912047,9.92,7.83,10.42,13.2,19.62,15.48,-0.2,89.43,74.77,13521.58985,1059.065561,295.4085522,7124.421046,1218.17,68.83752332,301.45,246.06,65.77,291.45,45.27,54.92,14.49,43.18,4.52,3.46,-55.39336718,17.87,151.33,703.67,13.68,22.35620806,188.5954545,201.8116883,26.80166883,1055.318182,1.33,1.397604044,4.06,2.08,2.61,10.26,4.54,1.5
9412,삼현철강(주),17480,201212,200101,,0,0,0,제조업,1,3.789693074,-48.98960277,4.087176984,16.46829374,-6.49,-49.51667736,4.3,3.43,5.12,6.42,9.32,7.43,-0.13,94.17,76.8,15748.36498,540.2335494,1367.588196,7415.577642,1271.64,69.03482668,333.02,268.98,82.18,214.86,44.85,23.2,25.0,76.81,7.74,5.28,-64.03457374,12.23,39.58,216.96,8.34,40.98004863,143.2511111,363.4930556,66.0256875,1171.375,1.49,1.897924693,4.81,2.64,3.26,14.08,4.94,2.01
9417,삼현철강(주),17480,201712,200101,,0,0,0,제조업,1,2.088663337,-35.14425567,2.816289669,20.37173634,2.13,16.34722058,5.39,3.71,4.06,5.89,6.59,4.54,-0.14,95.26,80.01,10775.64041,399.9344707,-333.7710447,8934.087929,1550.48,89.68484336,692.48,575.74,286.71,372.37,11.5,540.83,-0.18,0.0,-0.02,-0.02,-116.7364843,10.67,40.19,272.75,9.86,36.85934741,173.8015625,437.3020833,67.0543125,1629.4375,1.09,1.058714566,10.28,1.58,1.83,11.38,4.14,1.37
9418,삼현철강(주),17480,201812,200101,,0,0,0,제조업,1,6.82538965,15.15701832,3.267190873,34.73313807,1.04,-0.996958827,3.96,3.17,4.47,5.58,6.33,5.07,-0.17,95.7,80.51,14518.35847,460.5526117,491.5101615,9225.945033,1604.08,86.69757131,569.14,459.89,243.04,287.75,15.34,540.83,5.57,0.0,0.74,0.54,-109.2453284,11.04,45.51,309.15,8.09,35.02601124,190.1438144,417.7938144,62.25217526,1722.71134,1.41,1.222878894,11.89,1.94,2.37,10.73,5.0,1.67
9419,삼현철강(주),17480,201912,200101,,0,0,0,제조업,1,2.454069459,-9.455079344,2.942546443,4.221330884,-4.12,-11.96739719,3.35,2.76,3.87,4.7,5.41,4.45,-0.18,96.4,80.91,15131.22642,417.0069968,465.1155934,9497.423723,1653.93,87.11092501,588.22,489.45,261.97,270.64,14.8,1449.64,34.04,5492.25,4.39,3.16,-98.76710832,10.12,45.32,372.49,7.29,38.82603709,186.2966667,411.0537634,50.79305376,1840.903226,1.4,1.598937526,10.73,1.88,2.3,10.49,4.93,1.61
9421,삼호개발(주),10960,201112,200505,,0,0,0,건설업,1,28.6974331,-54.63239913,12.0101908,1.949101655,-2.15,-75.28289017,1.76,3.14,2.94,1.65,2.92,5.39,-1.36,96.83,8.35,7407.998,232.80016,189.25604,4645.96,810.68,56.59616736,157.42,149.17,23.1,169.45,76.69,4.61,5.51,22.62,2.39,2.55,14.37398815,13.47,72.25,316.56,14.39,69.92293938,92.09875458,145.3479853,30.82929304,738.8864469,0.94,1.481901371,2.16,1.53,1.61,29.16,4.45,0.94
9422,삼호개발(주),10960,201212,200505,,0,0,0,건설업,1,4.822787071,44.59610337,6.763443696,15.05227026,8.06,219.1452351,4.89,3.95,4.06,5.03,8.73,7.2,-1.24,93.86,8.12,8523.06988,336.61996,605.6068,5012.72,872.52,57.64397128,159.44,151.47,25.24,248.71,73.48,13.16,17.24,96.9,7.3,7.11,13.41364283,15.85,92.66,469.24,15.42,55.06559295,112.768678,124.7152542,23.73697288,720.8101695,1.03,1.654668175,2.43,1.67,1.76,33.43,3.78,1.03
9427,삼호개발(주),10960,201712,200505,,0,0,0,건설업,1,4.453791156,33.95002825,13.43545481,-3.184909041,-8.77,9.105999286,9.11,8.07,8.54,9.64,15.34,13.77,-1.07,89.11,13.6,10628.6624,857.35096,218.13044,6831.44,1227.96,65.40495021,172.58,156.3,23.7,131.93,52.89,130.71,12.53,148.14,4.33,4.18,22.42486122,38.06,402.99,38124.27,36.72,72.56062066,48.4403221,11.96679881,0.126829039,128.4078295,1.06,2.015060795,2.85,1.84,2.02,20.43,7.59,1.15
9428,삼호개발(주),10960,201812,200505,,0,0,0,건설업,1,8.005096822,-3.742304085,9.770407527,12.40092601,28.79,0.877483253,8.17,6.91,7.74,9.15,13.88,12.09,-1.18,90.48,13.04,11946.71496,825.26628,278.85044,7359.04,1373.19,66.47397438,184.03,164.95,20.85,119.39,50.43,117.29,6.69,82.83,2.24,2.08,22.70884215,39.52,429.47,15257.48,36.64,77.14249059,41.79123894,9.792997307,0.275974221,106.295883,1.12,1.684425525,3.29,1.98,2.2,19.97,8.88,1.27
9429,삼호개발(주),10960,201912,200505,,0,0,0,건설업,1,7.905096261,4.336244054,3.632684631,22.06927083,10.54,-3.45517344,6.46,5.9,7.48,8.19,12.57,11.65,-0.89,92.57,10.93,14583.26784,861.05184,1209.92908,7862.0,1471.9,63.84199321,188.22,170.54,25.12,105.49,56.64,87.36,17.23,205.5,6.23,5.1,20.04420314,45.64,522.69,12312.77,37.4,81.21880979,41.72059868,9.077619213,0.385467456,104.3912287,1.27,1.698224993,3.63,2.16,2.39,21.88,11.05,1.4
9431,삼화왕관(주),4450,201112,197605,,0,0,0,제조업,1,8.853585957,17.39667977,7.48543137,10.23949581,1.11,24.86572023,11.34,8.45,6.54,8.78,10.92,8.13,-0.23,88.94,37.78,42374.27955,3579.781923,4704.785463,45437.68761,870.21,79.79812908,237.79,171.9,59.33,180.12,25.32,168.74,31.96,235.39,6.46,8.68,-65.88990913,20.14,31.55,153.3,27.07,50.4713226,135.758956,434.043956,88.55576923,674.021978,0.77,1.807261538,3.95,2.64,3.5,10.68,5.61,1.89
9432,삼화왕관(주),4450,201212,197605,,0,0,0,제조업,1,2.732477147,-1.400014289,4.383463544,2.031372285,3.85,-7.362459477,10.3,8.16,6.12,7.72,9.59,7.6,-0.11,89.62,6.5,43235.05892,3529.664465,4459.359286,47429.44487,910.04,81.08054365,313.39,244.34,112.43,223.45,23.33,53.36,41.4,253.44,7.83,10.6,-69.04304601,20.13,33.2,169.96,27.24,49.59962789,134.2269841,410.9206349,78.9748254,666.7936508,0.75,0.932580771,3.83,2.58,3.42,10.45,5.82,1.89
9437,삼화왕관(주),4450,201712,197605,,0,0,0,제조업,1,2.460073285,-15.45434295,4.16040684,3.202536677,4.32,-18.6759762,10.48,7.99,5.11,6.7,8.36,6.37,-0.73,87.93,5.53,48685.02432,3891.6407,3915.058585,62303.3366,1213.75,80.76752816,336.67,291.75,162.36,227.24,23.81,54.3,35.79,125.44,6.88,10.91,-44.9209521,17.47,40.37,239.82,27.68,47.59925194,150.4140415,383.7150259,62.71831088,861.0673575,0.64,0.807362686,3.21,1.77,2.07,12.41,5.22,1.34
9438,삼화왕관(주),4450,201812,197605,,0,0,0,제조업,1,3.392062758,17.36537474,3.491962846,3.014744752,6.74,-1.411116789,10.03,9.11,5.82,6.41,7.94,7.21,-0.79,88.8,6.74,50152.75353,4567.438691,6905.109082,64478.90552,1259.1,80.84556784,358.23,303.27,191.2,226.94,23.69,45.85,35.41,128.91,6.78,10.79,-54.95891839,18.26,43.25,258.18,29.03,47.18047024,152.2675728,374.2669903,58.97840291,834.0970874,0.64,0.797345308,3.33,1.76,2.05,12.25,5.39,1.37
9439,삼화왕관(주),4450,201912,197605,,0,0,0,제조업,1,38.89820158,-15.13866777,4.451965593,7.341346565,6.8,-16.0603384,7.84,7.2,3.5,3.81,6.27,5.76,-0.78,90.83,6.04,53834.64098,3875.989322,7595.197967,67746.20436,1319.5,60.79616852,179.27,142.66,52.38,209.69,64.48,18.96,17.49,25.57,6.86,14.11,46.186433,13.59,33.76,168.73,27.96,50.41652609,145.6465,358.0,61.28076818,1042.972727,0.49,0.791165658,1.24,2.13,2.67,10.41,5.84,1.36
9441,삼화전기(주),9470,201112,198611,,0,0,0,제조업,1,8.044786509,-146.2521953,-20.54976658,-8.879156035,0.83,-118.9468045,-1.07,-2.8,-3.31,-1.27,-4.52,-12.79,1.63,102.52,33.62,26565.40305,-743.7048483,557.6535194,4636.503564,307.43,26.97284009,76.5,59.33,7.31,189.81,270.74,-0.62,8.77,14.75,6.41,5.31,-73.08183156,21.86,50.16,110.31,18.11,79.2120138,39.04311258,68.88410596,21.18769205,201.0529801,1.18,0.969869007,1.64,2.43,3.22,9.89,3.83,1.04
9442,삼화전기(주),9470,201212,198611,,0,0,0,제조업,1,-1.65522627,350.7826234,-1.27951805,3.315273183,0.33,190.6119333,1.15,1.08,1.36,1.44,5.33,5.74,1.64,98.89,1.21,27446.11873,296.5535802,-584.996719,4540.190087,304.6,27.07588489,91.31,72.17,4.69,173.67,269.33,0.64,-0.09,-0.16,-0.06,-0.05,-220.2334296,30.56,83.43,186.13,24.11,72.356255,50.85914191,65.52145215,19.14815842,196.8514851,1.26,4.474031215,1.72,2.34,2.98,10.79,3.82,1.07
9447,삼화전기(주),9470,201712,198611,,0,0,0,제조업,1,3.58213385,372.6512773,43.30096466,3.73380489,2.14,128.6830426,4.14,4.87,7.66,6.51,19.76,30.16,0.51,95.76,21.25,31304.1129,1526.057709,2067.355174,5536.588537,441.01,38.12944833,117.01,88.69,15.22,130.96,162.26,7.09,12.78,39.99,7.91,5.12,166.5025868,36.65,129.16,450.32,23.74,73.97315129,74.55494172,67.1958042,8.124540793,251.8205128,1.57,5.645128842,2.34,2.59,3.45,10.37,4.25,1.35
9448,삼화전기(주),9470,201812,198611,,0,0,0,제조업,1,-4.433223894,-30.31291467,15.39808558,-1.147384883,7.93,-18.03307164,3.44,3.44,5.36,5.36,12.77,14.29,0.26,96.87,9.55,30944.93424,1063.465138,1496.494008,6349.583146,541.58,46.04178901,130.39,94.29,19.66,125.92,117.19,8.36,17.04,61.93,9.2,5.76,118.7859385,35.56,119.36,400.99,22.27,78.92916803,46.07207343,61.30021598,7.27537149,220.3844492,1.56,4.769733024,2.69,2.73,3.69,10.58,4.98,1.51
9449,삼화전기(주),9470,201912,198611,,0,0,0,제조업,1,-2.283515005,-49.24915054,3.91457272,-4.679065919,-6.05,-27.34302732,2.62,1.83,2.82,4.03,8.49,7.03,0.29,97.76,5.61,29497.00037,539.7175913,1027.317345,6499.42091,566.55,48.96218721,141.5,102.9,13.98,133.06,104.24,5.84,13.06,42.38,6.66,4.28,93.01830077,37.8,166.94,491.98,24.26,79.1141055,68.63928736,46.57241379,7.122868966,229.6712644,1.54,3.716508341,2.93,2.84,3.91,10.32,5.56,1.63
9451,삼화전자공업(주),11230,201112,198705,,1,0,1,제조업,1,10.82149315,-187.0587664,-22.10024679,0.070048117,6.29,-48.95559567,-10.99,-15.02,-9.05,-6.62,-22.4,-30.62,4.89,114.45,55.47,4440.65787,-666.9501971,359.0504226,2836.767719,86.44,24.94516576,49.44,34.07,1.47,179.42,300.88,-2.25,0.67,0.97,0.5,0.84,-30.40991243,10.85,18.93,35.38,18.27,102.1501326,63.15201183,137.5857988,64.4667929,528.852071,0.6,3.089674637,0.86,1.76,2.81,4.71,3.13,0.61
9452,삼화콘덴서공업(주),1820,201112,197606,,0,0,0,제조업,1,23.88164227,-70.64410632,-0.601135682,-3.057759306,6.62,-57.79100502,4.08,1.99,2.61,5.36,12.87,5.96,0.53,98.15,1.21,15919.26705,316.5646946,1264.123617,4476.575277,409.46,39.33658136,82.48,60.48,10.35,145.86,154.22,6.7,21.78,39.94,13.21,10.71,-125.5393536,3.0,5.77,11.12,2.43,0.0,61.23257471,131.0413793,76.66594713,275.1977011,1.31,2.67520681,2.25,3.08,4.21,11.53,5.52,1.4
9453,삼화콘덴서공업(주),1820,201212,197606,,0,0,0,제조업,1,-2.938107314,-15.77611382,3.546757242,2.476078476,-18.39,-10.6485727,3.56,1.63,2.1,4.57,11.24,4.86,0.6,98.25,1.45,16313.4406,266.623088,1027.99442,4614.333814,426.47,41.964723,95.1,70.34,7.17,150.73,138.3,5.3,15.77,31.28,9.15,7.03,-505.4743616,3.13,6.93,15.3,2.41,0.0,89.74746479,144.1521127,68.61038873,319.6760563,1.28,3.136228952,2.16,2.9,3.94,11.02,5.14,1.36
9458,삼화콘덴서공업(주),1820,201712,197606,,0,0,0,제조업,1,13.17074561,174.0292488,29.29853533,15.57776286,0.55,132.7707688,11.06,7.8,11.99,17.0,36.04,25.71,0.01,90.1,23.46,19174.27436,1495.836171,1992.333814,5748.725349,568.83,50.1065439,133.71,97.98,15.83,152.08,99.57,108.17,24.32,81.62,12.13,8.38,106.0055342,14.58,50.18,200.23,10.07,0.0,129.027248,99.31880109,23.92651771,341.5776567,1.54,3.427722623,2.91,2.66,3.61,10.04,4.6,1.48
9459,삼화콘덴서공업(주),1820,201812,197606,,0,0,0,제조업,1,59.78378967,298.267842,84.58382078,37.69284434,60.49,268.941305,29.64,22.56,34.62,45.48,82.85,63.52,0.18,70.8,50.73,26401.60375,5957.43444,5859.393362,11284.75228,1129.58,57.88357717,162.92,128.56,28.6,222.43,72.76,105.59,44.03,202.93,18.55,14.87,54.60649762,37.12,147.74,311.37,29.77,0.0,201.9602547,98.30730051,42.43541596,341.9320883,1.53,3.25752978,3.4,2.5,3.25,10.79,4.81,1.5
9460,삼화콘덴서공업(주),1820,201912,197606,,0,0,0,제조업,1,-2.369258802,-51.84783162,20.82420941,-7.25359466,1.02,-54.17496535,14.65,11.72,13.71,17.14,26.51,21.24,0.02,86.13,19.87,24486.53843,2868.633862,2507.159404,13537.46994,1383.16,71.63458316,189.88,146.67,35.71,222.24,39.6,65.0,71.36,413.79,20.24,17.08,48.07826421,16.81,38.34,85.63,14.18,0.0,137.1364538,153.6470588,68.61312437,316.6689076,1.17,2.795099261,3.31,2.12,2.71,9.72,4.22,1.34
9462,삼화페인트공업(주),390,201112,199309,,0,0,0,제조업,1,3.887641048,62.99623256,3.856102425,6.315001846,-2.33,107.8915947,5.12,3.11,3.25,5.35,10.38,6.3,1.5,96.21,72.71,18607.18446,578.3922768,1424.270045,9192.410714,1829.75,52.13554106,159.76,100.64,15.51,168.75,91.81,3.28,8.78,17.32,4.2,4.06,98.92081892,19.69,54.1,820.31,19.0,64.58102054,89.31782936,172.6185696,6.761830615,477.5570891,1.04,1.475514513,2.16,1.93,3.04,5.29,3.74,1.19
9463,삼화페인트공업(주),390,201212,199309,,0,0,0,제조업,1,5.609343731,23.44535387,5.74791562,4.341409198,3.39,5.711287895,5.19,3.68,3.87,5.46,10.47,7.4,1.26,95.5,72.59,19414.99848,713.9983929,1363.409598,9613.973214,1915.95,52.20394903,162.33,104.66,21.76,161.83,91.56,3.91,15.38,30.21,7.35,7.18,92.52658429,20.08,54.62,744.36,19.61,63.22304132,91.87668689,187.6055825,8.772978155,489.3847087,1.05,1.987864221,2.2,1.99,3.12,5.48,4.09,1.23
9468,삼화페인트공업(주),390,201712,199309,,0,0,0,제조업,1,3.039619808,-85.62159264,-1.119110873,1.229706586,-4.66,-53.5384408,1.8,0.4,0.37,1.64,2.98,0.66,0.85,99.08,75.29,18633.1163,75.29431399,1118.988212,10178.41097,2286.87,53.92016266,169.72,103.04,15.92,123.74,85.46,1.98,7.9,17.19,3.64,4.04,95.63594487,15.85,36.73,197.29,17.61,73.12683931,91.70921591,245.8568182,44.46740114,560.6215909,0.91,1.652639151,2.03,1.91,3.08,5.07,3.96,1.2
9469,삼화페인트공업(주),390,201812,199309,,0,0,0,제조업,1,2.890155785,-59.40265924,-3.636361392,7.396266653,3.18,-10.10028619,1.5,0.15,0.15,1.43,2.75,0.26,0.78,98.72,77.13,19827.85824,30.28732333,358.531271,9756.966205,2262.75,50.49990476,179.93,110.14,19.85,128.1,98.02,1.78,7.02,14.33,3.48,3.7,87.31763367,15.23,35.65,201.48,16.21,77.0361724,86.19411894,238.1927313,41.00638106,562.6640969,0.95,1.659897476,1.99,1.95,3.2,5.0,4.13,1.24
9470,삼화페인트공업(주),390,201912,199309,,0,0,0,제조업,1,0.476938686,386.2331863,0.137820013,3.062221285,1.65,42.67833444,2.08,0.72,0.7,2.01,3.99,1.34,0.86,98.71,77.46,20435.03114,147.2670173,975.0327843,9672.393374,2273.98,50.32946306,126.73,83.91,17.34,133.64,98.69,2.17,6.33,12.93,3.14,3.26,160.2003586,17.15,39.56,236.21,17.79,72.1582626,87.94631636,234.3271939,37.64834236,547.5048754,0.97,1.825954991,1.95,1.96,3.08,5.4,4.08,1.17
9472,삼환기업(주),360,201112,197309,42109.0,0,1,1,건설업,1,-5.945720957,-1382.920586,-25.57677428,-26.62280778,-8.95,-461.6804539,-20.61,-21.46,-8.44,-8.11,-28.86,-22.63,6.99,125.64,22.2,64806.20669,-13908.80464,-7232.780954,37170.45753,653.4,23.29337309,72.2,50.98,5.42,10.98,329.31,-2.84,-5.58,-10.86,-4.28,-10.71,-76.30296602,-3.73,-21.76,-296.59,-9.35,-89.32362494,-9.754563319,552.768559,0.0,3618.853712,0.39,1.9207505,0.55,0.81,1.09,3.13,58.88,0.37
9473,상신브레이크(주),41650,201112,200410,,0,0,0,제조업,1,19.2391375,-45.61287191,3.416933255,20.10735451,3.42,-3.378076882,5.1,2.91,3.53,6.19,15.73,9.11,1.33,96.68,26.63,11923.04572,346.590193,1074.093412,3468.932,642.09,37.11245569,106.25,62.17,8.44,196.19,169.45,3.7,11.47,17.39,7.21,6.22,705.3127586,29.98,76.08,145.25,25.86,64.35504097,75.06618898,75.00629921,44.59069449,261.8677165,1.21,33.2042641,2.0,2.25,4.24,4.78,5.76,1.2
9474,상신브레이크(주),41650,201212,200410,,0,0,0,제조업,1,5.893498025,42.3138426,2.846527844,11.82116464,0.31,43.98039109,6.57,3.7,4.66,8.27,22.62,11.68,0.0,94.53,23.17,13332.48858,493.2458218,732.7356094,3668.359612,747.41,36.04458516,109.99,66.29,7.06,222.12,177.43,5.546666667,12.97,19.09,8.29,6.78,437.5652862,31.2,73.32,164.27,25.49,60.20500387,82.16160126,78.91208791,44.17997645,277.1145997,1.26,3.122954856,1.98,2.44,4.11,6.01,5.45,1.27
9479,상신브레이크(주),41650,201712,200410,,0,0,0,제조업,1,12.73413531,19.57750281,10.03856576,1.306198592,4.35,16.30472252,9.35,6.28,6.43,9.57,21.96,14.5,1.14,92.1,43.81,17908.06112,1124.127434,1387.689979,7865.467865,1541.73,43.07400274,126.4,90.27,17.59,275.53,132.16,7.82,13.72,20.52,7.81,8.09,136.8663721,32.11,83.06,215.66,33.23,58.54244936,133.7493006,112.0833333,37.15736607,458.1235119,1.02,2.572009998,1.81,1.96,2.79,6.58,3.97,1.09
9480,상신브레이크(주),41650,201812,200410,,0,0,0,제조업,1,7.858742343,-58.90886828,1.181341632,-1.511712355,0.45,-42.35876784,5.47,2.62,2.4,5.01,12.01,4.91,1.56,96.05,43.58,17637.34275,461.9166847,793.0655359,8424.116676,1556.49,40.40734475,124.1,83.51,18.28,247.02,147.48,3.32,9.15,13.36,5.45,6.18,168.417561,27.11,69.78,180.13,30.74,65.30920515,123.2766963,108.1807407,31.53489185,507.5066667,0.92,2.34998157,1.57,1.7,2.46,5.53,4.07,0.95
9481,상신브레이크(주),41650,201912,200410,,0,0,0,제조업,1,5.346397572,-44.64050842,1.967113807,3.487342648,-2.67,-24.22710576,4.0,1.4,1.25,3.56,8.96,2.4,1.64,96.83,42.0,18252.41733,255.7147282,342.3587601,8774.954649,1577.91,39.11116484,122.0,75.01,21.25,228.19,155.68,2.31,4.43,6.36,2.7,3.11,213.5992749,26.61,68.37,168.12,30.71,65.61915358,125.7066514,114.8356164,37.98252207,546.0715373,0.89,2.195914699,1.48,1.61,2.51,4.52,4.4,0.89
9483,상신이디피(주),91580,201112,200705,,0,0,0,제조업,1,15.60986675,98.2950892,18.74017477,58.39207844,0.0,126.2238719,7.41,4.7,7.35,11.58,24.35,15.46,0.94,94.21,30.9,10832.21703,509.4677757,919.9583003,3361.915175,631.75,49.21221585,100.91,64.5,16.21,128.61,103.2,6.82,19.03,29.52,9.67,6.53,3985.438595,34.58,63.69,100.65,23.37,54.31416502,102.1381132,193.9103774,109.8047877,365.2924528,1.56,2.011450339,2.98,3.75,5.66,11.14,10.38,1.87
9484,상신이디피(주),91580,201212,200705,,0,0,0,제조업,1,7.493023693,-91.01900716,1.022566667,-6.404850239,-2.36,-63.94687602,2.85,0.45,0.6,3.81,7.99,1.26,1.16,98.72,31.04,10138.42975,45.75526447,732.385514,3546.509312,627.95,46.24992568,77.85,44.91,13.77,105.35,116.22,2.23,19.53,28.72,10.5,8.15,-148.6926852,31.26,51.58,87.16,24.26,69.99188074,95.69956522,237.8115942,131.8221111,410.0628019,1.33,3.006540597,2.55,3.54,5.82,9.05,10.44,1.66
9489,상신이디피(주),91580,201712,200705,,0,0,0,제조업,1,2.372525027,141.9776055,3.822426791,29.94004072,4.68,106.447258,6.14,2.44,2.39,6.0,16.37,6.52,1.69,97.68,32.6,8838.123514,216.0454358,1161.375824,3970.323283,575.57,36.93279554,64.46,47.16,23.18,93.21,170.76,3.5,14.05,17.74,8.86,9.17,-48.65731366,24.97,43.0,84.14,25.84,54.4418865,89.5850838,181.3407821,80.37830168,520.6648045,0.98,2.03598443,1.54,2.96,4.16,10.23,11.62,1.17
9490,상신이디피(주),91580,201812,200705,,0,0,0,제조업,1,38.11652953,244.0009278,50.47271889,50.40829666,30.73,156.3349871,10.47,5.59,6.83,12.78,32.89,17.57,1.25,91.5,36.75,11855.3153,662.8052791,1991.900229,4492.047011,806.59,40.23687954,83.05,66.43,36.4,118.94,148.53,7.62,22.48,32.15,13.44,12.77,-98.0074784,26.97,51.57,86.56,25.63,39.56502565,101.7620513,214.3888889,94.97823077,519.7777778,1.22,2.665545954,2.0,3.18,4.12,14.06,12.15,1.36
9491,상신이디피(주),91580,201912,200705,,0,0,0,제조업,1,3.799026265,-42.62192145,8.216275872,-5.957078622,-8.12,-45.74606463,6.04,3.41,3.31,5.86,14.26,8.06,1.48,96.11,35.42,11149.08484,380.3049337,433.1268333,4471.281203,881.08,41.94919176,93.87,71.78,42.74,183.33,138.38,3.66,17.86,22.41,10.37,10.88,-360.7344239,23.3,42.35,75.78,24.44,48.79138708,87.26697674,221.5534884,105.2819209,582.744186,0.97,3.142377303,1.65,2.45,3.13,11.25,10.58,1.15
9493,상신전자(주),263810,201712,201710,,0,0,0,제조업,1,31.06954123,-11.07163031,71.61363315,17.90473571,0.0,-7.918592328,7.2,5.45,9.83,12.98,25.01,18.94,0.42,93.54,60.41,21670.2382,1182.041061,946.3358837,7809.742413,1477.44,57.78936856,196.77,131.99,33.47,109.96,73.04,13.7,5.57,16.82,2.35,1.48,66.94090748,30.95,326.56,2074.91,19.49,54.29425386,118.8871134,47.7628866,1.711030928,503.814433,1.8,2.255333967,3.74,2.35,3.58,6.88,7.3,1.5
9494,상신전자(주),263810,201812,201710,,0,0,0,제조업,1,-1.779011303,-57.59404486,4.791913683,-2.260293648,8.25,-51.24430958,3.59,2.37,3.71,5.63,9.43,6.21,0.29,96.9,57.62,10230.99882,242.1267273,-536.1423994,3958.318345,698.48,61.65544251,225.79,129.95,16.91,134.55,62.19,7.99,-1.59,-4.49,-0.61,-0.39,76.18930627,25.44,223.27,833.79,16.1,63.47010246,89.11619048,33.95238095,3.885857143,452.352381,1.57,2.747518668,3.89,1.94,3.13,5.15,6.2,1.32
9495,상신전자(주),263810,201912,201710,,0,0,0,제조업,1,-0.857867828,27.34158126,6.530194191,-1.292965655,1.9,-0.437955373,3.63,3.05,4.78,5.68,8.88,7.48,0.32,96.56,57.35,5754.741301,175.7003543,69.61050405,2425.951851,384.99,66.25000007,249.57,145.39,28.34,168.49,50.94,7.68,-9.55,-20.93,-3.22,-2.05,69.65132984,26.98,199.32,903.74,17.15,64.10467079,90.58766355,38.98130841,3.55428972,441.728972,1.57,2.622580774,4.34,1.92,3.31,4.56,6.21,1.35
9497,새론오토모티브(주),75180,201112,200510,,0,0,0,제조업,1,19.5779291,21.64717285,12.15780719,18.42785122,10.07,30.1500147,11.2,8.35,8.16,10.94,14.71,10.97,-0.67,88.0,65.63,8492.379792,709.0101563,1059.127813,6370.885417,1283.22,72.31303588,255.72,217.82,47.17,206.0,38.29,166.09,22.69,326.19,6.28,6.99,24.33475054,25.7,88.1,127.69,28.59,45.6518273,108.9745426,116.0694006,67.11567192,499.1324921,0.98,2.448622524,3.82,1.57,1.83,10.96,3.4,1.16
9498,새론오토모티브(주),75180,201212,200510,,0,0,0,제조업,1,-0.353509543,-17.3705419,3.929188527,8.119262335,7.57,2.774711959,10.64,6.38,6.21,10.36,14.03,8.41,-0.39,88.55,61.11,9181.898385,585.85125,1008.649844,6591.302083,1336.89,75.42097173,297.41,252.28,63.22,258.96,32.59,92.91,44.7,289.51,10.99,11.26,22.86120978,28.71,81.15,112.83,29.43,51.51755165,108.3451613,120.6920821,78.03593548,445.0557185,0.97,1.243474344,3.73,1.66,1.96,11.1,3.31,1.22
