,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본순이익률,총자본정상영업이익률,금융비용부담률,사내유보 대 자기자본비율,유동비율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,노동소득분배율
127,(주)그래디언트,35080,201412,199907,,0,0,0,도매 및 소매업,1,20.13426448,19.73613822,6.978464081,38.89,6.842168695,1.79,2.9,0.0,72.51,130.06,15.26,4.97,44.70904422
128,(주)그래디언트,35080,201512,199907,,0,0,0,도매 및 소매업,1,9.704012587,0.384902158,12.81715812,-24.0,27.71925003,2.14,3.24,-0.04,72.58,125.25,8.92,3.03,45.40865252
129,(주)그래디언트,35080,201612,199907,,0,0,0,도매 및 소매업,1,-1.574263006,-7.023387832,8.734120431,-28.87,-24.01200667,-1.87,2.37,0.03,68.85,123.45,3.97,1.27,75.42243217
130,(주)그래디언트,35080,202012,199907,,0,0,0,도매 및 소매업,1,-9.954307057,-8.932801827,-7.12491082,42.07,-124.6900101,-1.53,-0.66,0.0,60.96,117.17,3.39,1.06,73.31468779
131,(주)그리티,204020,202012,201807,,0,0,0,제조업,1,-5.280853736,-3.001807617,0.310753595,11.46,-26.29401966,0.93,2.39,0.01,55.26,619.88,5.12,0.64,68.24340933
132,(주)그린플러스,186230,202012,201908,,0,0,0,제조업,1,23.21365073,-8.980430414,28.35085802,10.53,16.90584526,-2.65,7.35,2.4,31.26,145.71,0.51,0.45,88.95019571
133,(주)글로벌스탠다드테크놀로지,83450,201312,200602,,0,0,0,제조업,1,16.35340728,18.38934986,24.95039237,14.61,-7.272848848,10.18,12.93,-0.08,72.69,221.07,13.91,3.43,70.20703658
134,(주)글로벌스탠다드테크놀로지,83450,201412,200602,,0,0,0,제조업,1,11.72894463,19.27294529,10.05151614,17.97,14.1977281,11.89,12.97,-0.18,74.19,268.19,35.69,7.66,68.35001579
135,(주)글로벌스탠다드테크놀로지,83450,201512,200602,,0,0,0,제조업,1,-0.400543147,11.46522229,-5.274076632,8.59,-30.09113197,8.17,8.61,-0.28,74.57,338.59,72.37,11.16,77.00857135
136,(주)글로벌스탠다드테크놀로지,83450,201612,200602,,0,0,0,제조업,1,28.28715211,7.24147291,7.577158949,10.97,-18.85821184,5.84,6.13,-0.03,75.77,211.09,12.07,3.8,80.49595361
137,(주)글로벌스탠다드테크놀로지,83450,202012,200602,,0,0,0,제조업,1,3.717671612,10.09212395,-0.803211028,10.77,-17.15408808,11.12,13.03,-0.1,87.31,367.25,69.22,11.65,71.09329633
138,(주)금양,1570,201312,197612,,0,0,0,제조업,1,15.33249664,0.02563535,27.1746691,7.59,-14.66212704,0.52,4.11,1.98,30.17,108.21,-6.55,-4.26,43.63337338
139,(주)금양,1570,201412,197612,,0,0,0,제조업,1,8.924836866,-2.336269137,1.436992375,20.0,-8.515893842,-0.07,3.36,1.81,31.44,151.0,7.45,5.44,49.39357819
140,(주)금양,1570,201512,197612,,0,0,0,제조업,1,3.220707583,30.26244895,0.283191735,-0.98,32.76839495,8.89,4.21,1.24,31.33,121.07,19.29,13.04,22.98907871
141,(주)금양,1570,201612,197612,,0,0,0,제조업,1,8.159302945,-26.87745177,6.089460024,12.87,76.8967001,-11.92,7.04,1.86,-51.46,69.19,5.31,4.55,0.0
142,(주)금양,1570,202012,197612,,0,0,0,제조업,1,-1.949324988,16.85053995,1.995061319,0.0,-34.78663781,-1.78,2.71,3.23,-32.71,157.12,-0.4,-0.31,71.20748692
143,(주)금호에이치티,214330,201512,201511,,0,0,0,제조업,1,11.79523915,29.16932813,13.33782706,0.0,24.58819021,12.76,17.33,0.47,21.42,221.92,4.87,1.02,49.80506628
144,(주)금호에이치티,214330,201612,201511,,0,0,0,제조업,1,26.42273526,6.012843618,2.709831209,-7.39,-29.71478361,5.96,10.19,0.58,15.15,183.26,23.7,7.99,57.03759315
145,(주)금호에이치티,214330,202012,201511,,0,0,0,제조업,1,6.899068761,29.25851498,-12.53011698,-7.05,-216.0569656,-2.95,-1.41,3.75,0.4,170.63,9.07,5.0,79.15574847
146,(주)금화피에스시,36190,201312,200012,,0,0,0,건설업,1,35.50203032,27.4218114,53.49828276,9.63,32.51604363,15.94,18.96,-1.44,17.31,412.81,38.11,5.81,67.45064221
147,(주)금화피에스시,36190,201412,200012,,0,0,0,건설업,1,10.58223811,13.52612463,14.15181656,14.47,-13.48519463,14.22,15.58,-1.04,15.68,447.38,38.04,4.92,70.76690131
148,(주)금화피에스시,36190,201512,200012,,0,0,0,건설업,1,19.57785698,11.62700763,24.43574391,10.23,18.0565222,13.07,15.95,-0.58,15.27,352.06,42.17,7.14,73.51738155
149,(주)금화피에스시,36190,201612,200012,,0,0,0,건설업,1,13.77465029,13.18939075,-0.40315093,8.12,7.706552627,11.84,14.76,-0.52,15.01,356.19,61.43,12.11,70.52239178
150,(주)금화피에스시,36190,202012,200012,,0,0,0,건설업,1,4.402270336,7.580794024,12.36675015,3.31,-21.36376273,10.4,9.38,-0.86,8.32,567.89,52.27,8.11,67.0956457
151,(주)기가레인,49080,201312,201312,,0,0,0,제조업,1,74.29506522,102.2875763,79.59517381,0.0,109.4978754,8.84,10.57,2.23,0.0,138.09,16.5,10.47,38.07506816
152,(주)기가레인,49080,201412,201312,,0,0,0,제조업,1,7.671690042,21.1357439,0.977992495,23.61,-29.70884885,6.1,7.15,0.8,36.88,129.12,21.07,12.4,45.15426298
153,(주)기가레인,49080,201512,201312,,0,0,0,제조업,1,15.03449499,-13.00401305,-35.6696203,-3.45,-307.1315101,-9.43,-9.98,1.76,20.17,80.68,7.16,10.0,163.5949843
154,(주)기가레인,49080,201612,201312,,0,0,0,제조업,1,2.618961278,-12.39207309,22.52272304,-3.85,51.68716935,-6.73,-5.92,2.6,4.64,64.8,-1.66,-2.16,97.67389497
155,(주)기산텔레콤,35460,201312,199911,,0,0,0,제조업,1,7.614706835,15.86727484,6.926943649,1.19,198.647546,5.17,6.74,0.87,-44.52,178.79,12.36,6.58,53.80293712
156,(주)기산텔레콤,35460,201412,199911,,0,0,0,제조업,1,-0.962220887,5.447528143,-6.23102153,15.29,-65.87499568,3.5,2.23,0.24,-42.49,191.51,-3.69,-1.96,63.27422866
157,(주)기산텔레콤,35460,201512,199911,,0,0,0,제조업,1,-2.613935184,9.745569482,6.976264571,-12.24,-8.693255958,2.21,2.07,0.49,-38.56,248.11,12.0,5.08,66.52522029
158,(주)기산텔레콤,35460,201612,199911,,0,0,0,제조업,1,-2.371391989,-5.652321603,-25.76596964,10.47,-282.6772369,-3.51,-3.88,0.35,-44.46,205.92,10.12,5.87,108.9704829
159,(주)까스텔바작,308100,202012,201906,,0,0,0,도매 및 소매업,1,16.49707689,6.257670854,-17.3107269,-13.56,-16.45595277,4.98,7.82,-0.06,32.17,698.18,4.99,1.65,33.85767682
160,(주)나노,187790,201612,201405,,1,0,1,제조업,1,-16.13615035,-19.55141226,61.11122036,-1.3,-67.16752499,-16.92,-9.98,4.47,20.13,87.6,-16.38,-11.04,0.0
161,(주)나노신소재,121600,201312,201102,,0,0,0,제조업,1,-1.211513421,2.241259315,14.23032321,0.75,150.1001521,1.72,2.06,0.74,36.01,905.68,16.69,5.97,58.86087942
162,(주)나노신소재,121600,201412,201102,,0,0,0,제조업,1,6.153194531,6.424755074,3.397895236,12.69,164.821788,5.45,5.31,0.24,39.8,828.86,16.35,5.91,48.76206343
163,(주)나노신소재,121600,201512,201102,,0,0,0,제조업,1,16.42177938,19.98564139,54.47705841,9.93,145.9028252,9.87,11.73,0.09,41.81,852.51,67.07,14.87,39.86669564
164,(주)나노신소재,121600,201612,201102,,0,0,0,제조업,1,0.94639212,5.013017424,-4.70237602,7.23,-30.79865962,7.08,7.51,-0.14,44.83,1083.24,127.32,22.22,50.36421734
165,(주)나노신소재,121600,202012,201102,,0,0,0,제조업,1,4.647519021,-1.751732825,-0.753632,1.88,-71.54263168,1.58,1.4,-0.3,55.04,747.92,71.27,21.27,80.60949873
166,(주)나무가,190510,201512,201511,,0,0,0,제조업,1,50.39133299,102.2875763,79.59517381,0.0,522.1526616,5.0,15.12,0.65,30.72,122.36,13.66,4.86,54.60952742
167,(주)나무가,190510,201612,201511,,0,0,0,제조업,1,-3.897489137,18.97445554,-27.54360515,-4.83,-102.6085104,-2.1,-0.33,0.48,21.33,131.75,21.36,9.07,75.75043552
168,(주)나무가,190510,202012,201511,,0,0,0,제조업,1,-5.72908686,-13.31963018,41.34416254,-7.53,-184.8535929,-4.18,-1.2,0.32,-30.21,67.03,2.93,0.83,74.02757922
169,(주)나스미디어,89600,201312,201307,,0,0,0,"전문, 과학 및 기술 서비스업",0,7.129675421,28.82603324,5.504543793,0.0,-20.42455325,5.98,6.45,-2.61,52.74,226.23,-11.41,-11.04,60.32516425
170,(주)나스미디어,89600,201412,201307,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.373295675,11.34063113,20.60603414,9.84,41.98934024,8.18,8.84,-2.61,57.33,269.88,-5.89,-6.89,53.53484358
171,(주)나스미디어,89600,201512,201307,,0,0,0,"전문, 과학 및 기술 서비스업",0,45.36346027,11.12629409,52.36969348,6.13,35.93899186,8.29,9.78,-1.61,61.26,178.32,12.87,20.42,53.58909716
172,(주)나스미디어,89600,201612,201307,,0,0,0,"전문, 과학 및 기술 서비스업",0,74.29506522,50.18232379,53.75315327,21.33,31.98399014,4.54,5.85,-0.54,50.11,133.63,10.73,24.47,56.23170079
173,(주)나스미디어,89600,202012,201307,,0,0,0,"전문, 과학 및 기술 서비스업",0,18.47169663,31.04272686,-4.585852495,4.84,-11.75007902,5.94,6.93,-1.02,71.26,172.65,17.96,29.22,54.18309648
174,(주)나이스디앤비,130580,201312,201112,,0,0,0,임대업,1,9.444814409,11.20972953,1.590433979,-4.85,3.51637041,11.6,12.76,-2.61,45.18,674.02,88.52,19.48,69.77030968
175,(주)나이스디앤비,130580,201412,201112,,0,0,0,임대업,1,14.51468752,11.32075885,7.89665759,13.27,23.85277097,12.46,14.1,-2.61,50.0,593.78,78.48,21.04,65.70095727
176,(주)나이스디앤비,130580,201512,201112,,0,0,0,임대업,1,19.62782801,17.66634935,21.45686643,2.7,20.47667362,11.75,13.3,-2.12,55.16,462.62,72.24,20.47,64.95918328
177,(주)나이스디앤비,130580,201612,201112,,0,0,0,임대업,1,8.871803774,12.84024338,32.28737445,35.09,30.79157369,14.76,16.66,-1.58,58.86,463.93,87.83,17.42,62.33633687
178,(주)나이스디앤비,130580,202012,201112,,0,0,0,임대업,1,10.93809874,14.00009522,6.292180193,12.24,10.08035435,13.61,16.98,-0.72,78.37,340.45,84.76,19.36,64.32174381
179,(주)나이스홀딩스,34310,201312,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,74.29506522,44.62999981,79.59517381,-4.88,63.76447461,9.36,10.76,-0.17,30.2,160.53,22.3,8.71,57.33499357
180,(주)나이스홀딩스,34310,201412,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,37.61676702,16.86660524,24.22024528,0.0,-1.975489256,5.22,6.98,0.4,31.07,130.96,22.9,12.81,54.15612498
181,(주)나이스홀딩스,34310,201512,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,4.31982304,4.235526042,16.43984992,15.38,27.11137563,5.17,7.5,0.21,33.24,119.82,21.24,10.65,55.69415224
182,(주)나이스홀딩스,34310,201612,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,13.34450646,11.20071208,23.42884242,-26.67,39.1051482,6.85,9.58,0.24,36.01,137.55,17.81,8.4,54.90212054
183,(주)나이스홀딩스,34310,202012,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.453763166,2.122926073,9.467234951,6.25,-0.704501481,2.0,5.78,0.53,21.42,125.34,19.26,13.87,58.4434387
184,(주)남선알미늄,8350,201312,197805,,0,0,0,제조업,1,0.361926562,15.48065644,14.52981629,-1.37,128.8875479,4.07,5.73,1.09,13.06,89.05,3.57,1.68,65.57109691
185,(주)남선알미늄,8350,201412,197805,,0,0,0,제조업,1,1.155453366,23.4938824,-3.419981263,-0.46,2.405603293,7.37,5.83,0.82,26.44,96.51,9.61,4.3,69.23315826
186,(주)남선알미늄,8350,201512,197805,,0,0,0,제조업,1,19.04959624,17.83536847,2.644223013,-8.86,22.78464598,5.65,6.5,0.57,36.61,107.58,-0.2,-0.1,64.23337526
187,(주)남선알미늄,8350,201612,197805,,0,0,0,제조업,1,-0.939726359,18.92060794,14.3917183,2.56,41.39399489,7.16,8.49,0.35,46.42,106.64,8.38,3.37,59.56792537
188,(주)남선알미늄,8350,202012,197805,,0,0,0,제조업,1,-0.12751918,5.831540585,-17.33697074,-3.72,-113.0865473,3.57,-0.51,0.04,65.76,176.61,8.82,3.47,67.67215967
189,(주)내츄럴엔도텍,168330,201312,201310,,0,0,0,"전문, 과학 및 기술 서비스업",0,74.29506522,102.2875763,79.59517381,0.0,370.8909728,17.6,20.35,-0.61,48.83,319.6,127.32,29.22,10.98095949
190,(주)내츄럴엔도텍,168330,201412,201310,,0,0,0,"전문, 과학 및 기술 서비스업",0,29.91423843,41.09545693,47.20670006,42.07,7.396575811,17.6,20.35,-0.62,63.58,240.14,104.92,14.44,11.5665138
191,(주)내츄럴엔도텍,168330,201512,201310,,0,1,1,"전문, 과학 및 기술 서비스업",0,-19.85291941,-26.87745177,-37.25156403,-21.52,-142.0707833,-16.92,-9.98,-0.34,58.39,111.8,-16.38,-11.04,0.0
192,(주)네오리진,94860,201312,200704,,0,0,0,정보통신업,0,-4.021291068,-15.87940511,68.51979175,-7.14,-218.8348061,-16.92,-4.24,1.49,-62.5,118.93,16.93,7.8,0.0
193,(주)네오리진,94860,201412,200704,,1,0,1,정보통신업,0,-19.85291941,-26.87745177,-16.8076386,-2.31,-223.3570479,-16.92,-9.98,1.73,-62.5,110.81,6.26,3.3,0.0
194,(주)네오셈,253590,202012,201804,,0,0,0,제조업,1,-0.256358783,15.29649569,78.64989362,11.11,127.762757,12.6,18.74,0.16,64.19,317.06,21.57,9.21,45.45110624
195,(주)네오오토,212560,201512,201511,,0,0,0,제조업,1,32.467362,45.47500946,6.084257234,0.0,11.72573091,7.24,8.74,0.76,73.14,117.92,39.87,20.42,24.73953226
196,(주)네오오토,212560,201612,201511,,0,0,0,제조업,1,11.95515162,12.54993428,21.79554929,-3.06,8.875229886,6.18,7.87,0.65,76.14,92.73,32.37,15.15,18.58524621
197,(주)네오오토,212560,202012,201511,,0,0,0,제조업,1,2.390046897,4.214041769,-0.795384212,-1.83,271.8934997,2.48,2.07,0.48,79.8,106.22,23.55,12.37,33.210026
198,(주)네오위즈,95660,201312,200707,,0,1,1,정보통신업,0,-19.00970557,2.542427308,-34.34558585,-28.87,-13.31987623,8.28,16.92,0.24,65.02,152.55,45.18,21.52,46.46838708
199,(주)네오위즈홀딩스,42420,201312,200006,,0,1,1,정보통신업,0,-14.66351456,8.070815444,-31.07606135,-28.87,-6.813100208,9.37,15.84,-0.73,41.72,192.36,60.54,20.37,50.25621645
200,(주)네오크레마,311390,202012,201908,,0,0,0,제조업,1,4.158595707,5.07096847,50.78945376,10.34,89.31199923,2.84,2.61,0.39,0.0,921.25,4.35,1.37,57.25241706
201,(주)네오티스,85910,201312,200710,,0,0,0,제조업,1,21.08090205,0.854284327,3.247932131,-12.88,-12.09075126,2.85,4.03,0.22,49.43,163.86,22.5,15.29,61.1450871
202,(주)네오티스,85910,201412,200710,,0,0,0,제조업,1,-0.675695017,5.464255469,4.269005003,8.37,16.42143944,3.62,4.72,0.29,47.05,127.93,30.4,16.67,61.07195541
203,(주)네오티스,85910,201512,200710,,0,0,0,제조업,1,0.373905038,-6.368666507,-5.119969439,-5.91,-49.74964506,-4.24,2.37,0.71,37.42,146.85,24.57,17.22,95.94592111
204,(주)네오티스,85910,201612,200710,,0,0,0,제조업,1,-0.070388803,-5.936558948,12.40182946,6.76,26.0428106,-1.89,2.98,0.62,29.45,155.87,13.86,9.85,82.17294596
205,(주)네오티스,85910,202012,200710,,0,0,0,제조업,1,18.49206239,-3.317676779,-10.47008367,-0.96,11.47375212,0.39,3.94,3.25,60.22,114.28,9.14,14.62,73.34873129
206,(주)네오팜,92730,201312,200701,,0,0,0,제조업,1,1.806929332,1.377825003,7.262288187,-2.56,522.1526616,5.5,6.23,-1.41,49.2,652.68,33.19,7.29,62.22449996
207,(주)네오팜,92730,201412,200701,,0,0,0,제조업,1,3.100506587,2.668873727,27.13799571,3.95,132.9367755,7.28,14.17,-0.97,53.49,577.29,98.27,18.01,50.74278626
208,(주)네오팜,92730,201512,200701,,0,0,0,제조업,1,12.76092079,4.745709098,40.47111682,10.13,25.10145598,8.94,16.42,-0.85,54.92,312.35,83.12,17.99,56.73159785
209,(주)네오팜,92730,201612,200701,,0,0,0,제조업,1,15.09470134,18.22970725,17.80656073,4.6,52.64178417,16.65,20.35,-0.67,61.64,434.57,115.35,21.61,43.12499786
210,(주)네오팜,92730,202012,200701,,0,0,0,제조업,1,8.33966011,11.37727088,-1.940147212,3.13,-4.60969471,14.18,17.13,-1.6,58.15,763.29,118.93,22.23,32.24660531
211,(주)네이블커뮤니케이션즈,153460,201312,201207,,0,0,0,정보통신업,0,-11.72244677,6.01717159,-23.02348098,-2.11,-99.24276623,3.78,0.12,-2.61,50.52,496.8,62.72,12.55,95.8578318
212,(주)네이블커뮤니케이션즈,153460,201412,201207,,0,0,0,정보통신업,0,3.379298224,-0.919029727,8.037879844,-9.68,242.2639849,1.61,0.44,-1.37,53.07,353.59,-12.38,-2.93,93.68202106
213,(주)네이블커뮤니케이션즈,153460,201512,201207,,0,0,0,정보통신업,0,1.381973906,2.967291428,-3.541264891,-0.6,92.32491302,1.29,0.83,-1.31,53.08,401.33,7.38,1.71,92.0408339
214,(주)네이블커뮤니케이션즈,153460,201612,201207,,0,0,0,정보통신업,0,23.79195577,29.84264353,-5.544273206,2.99,-23.46554355,0.44,0.57,-1.0,41.34,572.79,70.18,16.3,95.34638621
215,(주)네이블커뮤니케이션즈,153460,202012,201207,,0,0,0,정보통신업,0,4.749199542,2.404135502,-4.236045131,-9.57,221.3167682,2.17,1.5,-1.26,21.1,844.26,-16.38,-11.04,89.40951018
216,(주)네패스,33640,201312,199912,,0,0,0,제조업,1,16.62723105,-25.66010701,25.32776215,7.47,-102.2194657,-12.48,-0.25,2.4,42.62,89.92,11.6,8.87,59.89694863
217,(주)네패스,33640,201412,199912,,1,0,1,제조업,1,-2.416854593,28.17395977,-9.704273109,-7.62,113.4310143,-2.98,1.76,2.88,26.76,138.54,9.71,6.97,48.94271586
218,(주)넥센,5720,201312,198712,,0,0,0,제조업,1,9.202378102,12.71636001,33.21329195,6.35,242.1984683,9.16,11.18,0.44,4.01,108.49,16.96,8.66,34.20324658
219,(주)넥센,5720,201412,198712,,0,0,0,제조업,1,6.357919812,10.82117469,-6.717725739,1.01,4.648124702,9.72,10.86,0.37,5.6,97.57,15.24,7.73,33.51971215
220,(주)넥센,5720,201512,198712,,0,0,0,제조업,1,5.472722202,10.23756644,-13.60252017,-3.79,-2.798940393,9.04,9.97,0.31,4.19,130.13,22.33,11.54,34.85230671
221,(주)넥센,5720,201612,198712,,0,0,0,제조업,1,9.913065274,13.22993661,4.986914362,-3.25,27.16384003,10.72,11.77,-0.02,5.13,134.55,20.69,9.65,31.02451647
222,(주)넥센,5720,202012,198712,,0,0,0,제조업,1,3.445497104,1.228634181,-14.08804664,-8.35,-72.3117811,0.02,1.5,0.62,3.57,158.29,12.49,13.94,66.6743109
223,(주)넥스지,81970,201312,200708,43384.0,0,0,0,정보통신업,0,0.504870063,3.719010922,-3.737431121,12.37,-50.41824275,4.07,3.45,-2.05,67.56,1083.24,127.32,16.95,70.17498946
224,(주)넥스지,81970,201412,200708,43384.0,0,0,0,정보통신업,0,9.376381489,2.917297763,22.431673,28.44,-29.45871695,2.79,2.32,-1.53,68.58,588.33,53.56,11.21,71.63177013
225,(주)넥스지,81970,201512,200708,43384.0,0,0,0,정보통신업,0,-1.782828668,1.804133065,4.412990568,12.14,-63.8975602,1.15,0.81,-1.01,68.27,718.82,44.42,6.35,76.97359304
226,(주)넥스지,81970,201612,200708,43384.0,0,0,0,정보통신업,0,1.306985393,1.82763118,8.914677439,-1.91,-231.021572,1.19,-1.06,-0.67,67.97,887.11,68.46,8.61,80.14553274
227,(주)넥스턴바이오사이언스,89140,201312,200611,,0,0,0,제조업,1,7.695001126,9.405927264,3.165992263,15.09,3.186715344,9.64,11.75,-0.65,78.65,667.02,50.46,9.49,45.64215235
228,(주)넥스턴바이오사이언스,89140,201412,200611,,0,0,0,제조업,1,9.443205808,9.921935999,-6.838669112,-1.64,16.99230198,9.99,12.65,-0.39,80.41,736.48,86.04,18.49,43.73038406
229,(주)넥스턴바이오사이언스,89140,201512,200611,,0,0,0,제조업,1,-0.815453988,3.31968955,-21.11139376,-8.33,-60.36946829,4.08,4.82,-0.56,80.88,1083.24,127.32,25.94,65.25922876
230,(주)넥스턴바이오사이언스,89140,201612,200611,,0,0,0,제조업,1,74.29506522,102.2875763,79.59517381,14.55,522.1526616,17.6,20.35,-0.2,45.74,1066.53,99.36,11.55,19.27281988
231,(주)넥스트아이,137940,201312,201106,,0,0,0,제조업,1,19.0334819,14.5309255,8.581736189,10.81,-22.82618536,11.39,14.21,-1.22,70.67,646.31,73.59,18.29,45.31520123
232,(주)넥스트아이,137940,201412,201106,,0,0,0,제조업,1,9.261004739,8.894773103,4.499361831,15.85,-28.9318901,8.21,8.88,-0.65,69.11,417.82,69.26,18.29,49.82034671
233,(주)넥스트아이,137940,201512,201106,,0,0,0,제조업,1,4.262033644,5.520394279,-8.902835648,-2.11,-27.37402562,6.68,6.05,-0.59,71.69,361.44,45.25,12.89,53.30355035
234,(주)넥스트아이,137940,201612,201106,,0,0,0,제조업,1,74.29506522,69.06591682,48.4615501,23.66,34.84092688,4.88,5.09,0.6,47.03,524.76,10.62,9.01,56.82404156
235,(주)넥스트아이,137940,202012,201106,,0,1,1,제조업,1,-4.84518578,7.842624716,-37.25156403,-8.87,-380.5884675,17.6,-6.08,2.33,49.69,294.17,-16.38,-11.04,16.86410772
236,(주)넥스트엔터테인먼트월드,160550,201412,201412,,0,1,1,정보통신업,0,52.62738343,102.2875763,-37.25156403,0.0,-68.2712736,1.7,3.38,-1.18,19.55,307.82,-15.94,-11.04,38.74189754
237,(주)넵튠,217270,202012,201506,,0,0,0,정보통신업,0,39.41196112,75.15712516,8.885320186,42.07,14.30619693,17.6,-6.26,0.25,27.84,135.74,-13.32,-11.04,18.86628324
238,(주)노랑풍선,104620,202012,201901,,0,0,0,임대업,1,-19.85291941,-12.19408283,-37.25156403,-19.53,-207.0170248,-6.07,-6.5,-0.05,54.21,104.82,-16.38,-11.04,149.4934546
239,(주)노루페인트,90350,201312,200607,,0,0,0,제조업,1,0.254405267,3.565116175,3.542939014,1.7,21.0402782,2.23,3.98,1.53,48.05,95.29,1.71,1.18,62.81762916
240,(주)노루페인트,90350,201412,200607,,0,0,0,제조업,1,2.898972033,4.601640812,5.691304232,6.22,28.49083242,2.86,5.03,1.48,49.5,110.1,7.01,4.64,61.45327891
241,(주)노루페인트,90350,201512,200607,,0,0,0,제조업,1,5.268236558,12.41072683,0.763712222,5.86,13.68091417,5.86,5.49,1.21,51.83,129.48,9.22,6.03,54.70146178
242,(주)노루페인트,90350,201612,200607,,0,0,0,제조업,1,-0.402963114,1.937216558,3.745079398,7.42,1.678324108,1.66,5.46,1.08,55.63,125.7,12.47,7.66,65.40209519
243,(주)노루페인트,90350,202012,200607,,0,0,0,제조업,1,6.267170754,3.565342471,-0.697645874,5.02,10.74812234,2.78,4.99,0.56,60.98,119.11,14.9,7.71,65.07287723
244,(주)노루홀딩스,320,201312,197308,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.975940124,8.201062612,4.712712975,1.3,33.62625469,4.26,2.7,1.83,87.3,101.58,6.93,5.08,55.85254467
245,(주)노루홀딩스,320,201412,197308,,0,0,0,"전문, 과학 및 기술 서비스업",0,5.567464038,9.290649586,9.256078268,12.82,47.84914414,4.23,3.85,1.52,87.68,117.98,10.78,7.4,57.5272189
246,(주)노루홀딩스,320,201512,197308,,0,0,0,"전문, 과학 및 기술 서비스업",0,9.620990053,18.53473995,2.012784247,17.05,-19.29696067,9.35,2.89,1.15,87.75,160.93,9.36,6.37,47.10569596
247,(주)노루홀딩스,320,201612,197308,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.647871038,2.330721779,0.974896718,-28.87,-16.62536322,2.13,2.32,1.04,90.33,151.42,10.34,6.54,64.65853755
248,(주)노루홀딩스,320,202012,197308,,0,0,0,"전문, 과학 및 기술 서비스업",0,4.339166653,1.85077232,-4.100998915,-9.09,43.05263338,2.83,3.48,0.62,89.97,144.35,11.41,6.36,65.57639333
249,(주)노바렉스,194700,202012,201811,,0,0,0,제조업,1,39.5980143,26.24638945,40.05690843,14.02,65.5406257,13.52,14.6,0.04,69.05,173.24,7.52,3.36,48.88405391
250,(주)노바텍,285490,202012,201811,,0,0,0,제조업,1,74.29506522,102.2875763,79.59517381,0.0,430.9600281,17.6,20.35,1.2,47.98,619.51,90.35,25.19,22.56925856
251,(주)노블엠앤비,106520,201312,201207,,0,0,0,제조업,1,41.25534928,42.55119628,79.59517381,27.69,106.4951919,15.54,20.33,0.36,52.28,227.79,19.65,8.76,44.25803214
252,(주)노블엠앤비,106520,201412,201207,,0,0,0,제조업,1,-19.5415835,-9.719257732,-37.25156403,-4.22,-91.0774883,-4.02,1.72,1.05,35.74,142.9,26.3,16.75,90.46174815
253,(주)노블엠앤비,106520,201512,201207,,0,0,0,제조업,1,55.34585695,57.59822588,-8.352468765,-3.77,-417.5185649,-9.17,-9.93,2.23,11.06,96.72,-0.32,-0.34,163.5949843
254,(주)노블엠앤비,106520,201612,201207,,1,0,1,제조업,1,-19.85291941,-21.6059944,-9.971002516,42.07,-72.88175398,-16.92,-9.98,4.47,-62.5,58.21,-16.06,-11.04,0.0
255,(주)노터스,278650,202012,201911,,0,0,0,"전문, 과학 및 기술 서비스업",0,20.61525855,27.89645079,27.10746575,42.07,31.3209779,12.65,13.03,-0.01,44.19,185.83,43.37,14.22,41.76178899
