회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,매출액증가율,정상영업손익증가율,총자본정상영업이익률,자기자본순이익률,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,순운전자본회전률
(주)SH에너지화학,2360,201612,198512,,0,0,0,제조업,1,-0.1497338846987476,0.039504607978413445,2.4015384615384616,1.240234375,2.889592933947773,0.21326886919151222,2.0483870967741935
(주)SH에너지화학,2360,201712,198512,,0,0,0,제조업,1,-0.8487039586508401,-0.47829262325818334,1.0584615384615383,0.31738281250000006,2.2932027649769586,0.05962933118452857,1.3225806451612905
(주)SIMPAC,9160,201112,198907,,0,0,0,제조업,1,0.7108243670398661,0.18981889334172114,0.7615384615384616,0.9707031250000001,0.03629032258064517,0.3626107977437549,-0.46774193548387083
(주)SIMPAC,9160,201312,198907,,0,0,0,제조업,1,-0.6041549826639845,-0.08760719976084927,0.37846153846153846,0.40527343749999994,-0.21255760368663595,-0.02095084609186143,-0.4999999999999999
(주)SIMPAC,9160,201412,198907,,0,0,0,제조업,1,1.127761515805603,-0.31409676425508964,0.02923076923076929,0.07226562500000001,0.019777265745007634,0.27021219446682776,-0.20967741935483855
(주)SIMPAC,9160,201512,198907,,0,0,0,제조업,1,-0.07784856025915543,0.23540912542920275,0.1246153846153847,0.1298828125,-0.07891705069124423,0.2111200644641417,-0.43548387096774177
(주)SIMPAC,9160,201612,198907,,0,0,0,제조업,1,-0.2355939858435795,0.10602287681597326,0.17538461538461547,0.08691406249999997,-0.03629032258064517,0.23583131882890132,-0.5483870967741933
(주)SIMPAC,9160,201712,198907,,0,0,0,제조업,1,-0.8381970717403068,-0.5815209595225145,-0.23692307692307685,-0.058593749999999965,-0.17684331797235026,-0.0811173784582326,-0.6129032258064514
(주)SIMPAC,9160,202012,198907,,0,0,0,제조업,1,-0.8991723044519255,-0.3543378347197014,-0.5184615384615384,0.154296875,-0.3849846390168971,-0.3798012355627182,-0.758064516129032
(주)SNT에너지,100840,201112,200802,,0,0,0,제조업,1,-0.6022030102361641,-2.069203788477975,-1.0707692307692307,-0.8291015625,-1.070852534562212,-1.5799086757990868,-0.35483870967741915
(주)SNT에너지,100840,201312,200802,,0,0,0,제조업,1,-0.8069984721266453,0.10714254944510092,0.16769230769230767,0.24707031250000003,0.2624807987711214,0.572119258662369,-0.5806451612903224
(주)SNT에너지,100840,201412,200802,,0,0,0,제조업,1,0.7974888625122183,-0.21873184930589995,0.0,-0.040039062500000014,-0.6207757296466974,-0.7827021219446683,-0.3225806451612901
(주)SNT에너지,100840,201512,200802,,0,0,0,제조업,1,0.1456806785182166,1.622627003076198,0.9938461538461538,0.6201171875,-1.039746543778802,-1.1458501208702656,-0.12903225806451588
(주)SNT에너지,100840,201612,200802,,0,0,0,제조업,1,-0.30175402078849045,-1.0986806399203974,-0.6323076923076922,-0.51171875,0.07584485407066051,0.10690303518667742,-0.37096774193548365
(주)SNT에너지,100840,201712,200802,,0,1,1,제조업,1,-1.4962230273816242,6.243662807216118,0.22307692307692312,-0.388671875,0.3220046082949308,0.17996239591727098,-0.7096774193548386
(주)SNT홀딩스,36530,201112,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.32930405755726744,-0.015717443967465668,0.20307692307692313,0.08984374999999999,-0.16225038402457764,-0.1788879935535858,-0.11290322580645136
(주)SNT홀딩스,36530,201312,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.4544941832037733,-0.028457227182268795,-0.07076923076923076,-0.15136718749999997,-0.15303379416282648,-0.16384636046199302,-0.22580645161290308
(주)SNT홀딩스,36530,201412,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.2645398161134484,-0.2718904681886427,-0.20615384615384613,-0.043945312500000014,0.0036482334869431207,-0.024174053182917057,-0.20967741935483855
(주)SNT홀딩스,36530,201512,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.00846296296692354,1.6272924249459773,0.4938461538461538,-0.020507812499999997,0.11808755760368661,0.03814128391082455,-0.11290322580645136
(주)SNT홀딩스,36530,201612,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.4127246117511818,-0.6363665223941113,-0.18,-0.5361328125,0.21793394777265748,0.24335213537469777,-0.3064516129032257
(주)SNT홀딩스,36530,201712,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.28344569267698316,-0.19742259044469737,-0.26,-0.470703125,0.23137480798771118,0.20359924791834544,-0.35483870967741915
(주)SNT홀딩스,36530,202012,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.43149011559084266,-0.009552509151236002,0.18,-0.13085937499999997,0.5021121351766513,0.6322857910287403,-0.45161290322580633
(주)STX,11810,201112,199009,,0,0,0,도매 및 소매업,1,-2.1002257945219567,-0.5232668025624435,-0.05076923076923078,0.8398437500000001,-0.54857910906298,-0.7107171635777598,0.41935483870967744
(주)STX,11810,201312,199009,,1,1,1,도매 및 소매업,1,-2.1002257945219567,-1.5207980747556926,-2.463076923076923,-4.966796875,-0.13306451612903225,0.1573999462798818,-0.4838709677419354
(주)TCC스틸,2710,201112,198412,,0,0,0,제조업,1,0.5775680623473256,-0.32436235190280305,-0.28307692307692306,-0.384765625,-0.7766897081413211,-0.9879129734085415,0.67741935483871
(주)TCC스틸,2710,201312,198412,,1,0,1,제조업,1,-0.19727253969231634,-2.602063516723936,-0.9061538461538461,-1.4462890624999998,-0.7206221198156683,-1.0427074939564867,0.22580645161290344
(주)가비아,79940,201112,200510,,0,0,0,정보통신업,0,1.2119861264311926,0.2483458968785918,1.4476923076923076,1.1816406249999998,1.8177803379416284,1.3435401557883424,0.4516129032258065
(주)가비아,79940,201312,200510,,0,0,0,정보통신업,0,-0.08166911057465484,-0.10304940814224524,0.5384615384615384,0.9462890625000001,1.68068356374808,1.2994896588772495,0.46774193548387105
(주)가비아,79940,201412,200510,,0,0,0,정보통신업,0,0.4607857266476039,0.19838272971192814,0.6707692307692308,0.21679687499999997,1.8918970814132106,1.2597367714208971,0.5161290322580646
(주)가비아,79940,201512,200510,,0,0,0,정보통신업,0,0.4674490511632019,0.38011555453482504,1.0276923076923077,0.5888671875,2.7179339477726576,1.4004834810636582,0.5645161290322582
(주)가비아,79940,201612,200510,,0,0,0,정보통신업,0,0.35124494375043314,0.10185588221523333,0.9846153846153846,0.46093749999999994,1.8600230414746546,1.2726295997851196,0.435483870967742
(주)가비아,79940,201712,200510,,0,0,0,정보통신업,0,0.4577085262259388,-0.0021808799626326647,0.8215384615384617,0.28515625000000006,1.668394777265745,1.0910556003223206,0.3064516129032261
(주)가비아,79940,202012,200510,,0,0,0,정보통신업,0,0.469238602926655,0.21045047875497033,1.2215384615384617,0.8818359375000001,1.396121351766513,2.0859521890948156,-0.032258064516128705
(주)강원랜드,35250,201112,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-0.3668260116155717,-0.17003059035156431,2.136923076923077,1.126953125,3.279761904761905,2.424388933655654,-0.5322580645161288
